character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
全,quán,quan,Q,surname Quan,万全 (wàn quán); 两全 (liǎng quán); 保全 (bǎo quán),General Reference,Top 300,HSK2 Expansion,168.0,2085206.0,1098.4465622930509,56.91149796420799,238.0,357.0,True,True,True,"3500, 7000, corpus"
二,èr,er,E,two; 2; (Beijing dialect) stupid,一二 (yī èr); 不二 (bù èr); 二世 (èr shì),Numbers & Measures,Top 300,HSK2 Expansion,169.0,2073729.0,1092.4006986251748,57.020738034070504,67.0,73.0,True,True,True,"3500, 7000, corpus"
候,hòu,hou,H,to wait; to inquire after; to watch; season; climate; (old) period of five days,伺候 (cì hòu); 侍候 (shì hòu); 俟候 (qí hòu),People & Pronouns,Top 300,HSK2 Expansion,170.0,2064968.0,1087.7855717109755,57.129516591241604,191.0,274.0,True,True,True,"3500, 7000, corpus"
公,gōng,gong,G,"public; collectively owned; common; international (e.g. high seas, metric system, calendar); make public; fair; just; Duke, highest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; honorable (gentlemen); father-in-law; male (animal)",公司 (gōng sī); 办公室 (bàn gōng shì); 公共 (gōng gòng),Business & Work,Top 300,HSK2 Expansion,171.0,2055138.0,1082.607316081872,57.237777322849794,240.0,359.0,True,True,True,"3500, 7000, corpus"
相,xiāng,xiang,X,surname Xiang,上相 (shàng xiàng); 丑相 (chǒu xiàng); 世相 (shì xiāng),General Reference,Top 300,HSK2 Expansion,172.0,2037658.0,1073.3991870486338,57.34511724155466,2138.0,3830.0,True,True,True,"3500, 7000, corpus"
吗,ma,ma,M,(coll.) what?,吗哪 (ma nǎ); 吗喽 (ma lóu); 约吗 (yuē ma),Question & Function,Top 300,HSK2 Expansion,173.0,2028487.0,1068.5680799912066,57.45197404955378,480.0,671.0,True,True,True,"3500, 7000, corpus"
等,děng,deng,D,to wait for; to await; by the time; when; till; and so on; etc.; et al.; (bound form) class; rank; grade; (bound form) equal to; same as; (used to end an enumeration); (literary) (plural suffix attached to a personal pronoun or noun),一等 (yī děng); 上等 (shàng děng); 不等 (bù děng),People & Pronouns,Top 300,HSK2 Expansion,174.0,2002114.0,1054.6752889732666,57.55744157845111,2317.0,4195.0,True,True,True,"3500, 7000, corpus"
别,bié,bie,B,surname Bie,个别 (gè bié); 临别 (lín bié); 久别 (jiǔ bié),General Reference,Top 300,HSK2 Expansion,175.0,2000757.0,1053.9604473772652,57.662837623188835,317.0,452.0,True,True,True,"3500, 7000, corpus"
色,sè,se,S,color; CL:種|种[zhong3]; look; appearance; sex,上色 (shàng sè); 乐色 (lè sè); 五色 (wǔ sè),General Reference,Top 300,HSK2 Expansion,176.0,1988512.0,1047.5100160264642,57.76758862479148,2618.0,4799.0,True,True,True,"3500, 7000, corpus"
死,sǐ,si,S,to die; impassable; uncrossable; inflexible; rigid; extremely; damned,临死 (lín sǐ); 作死 (zuò sǐ); 假死 (jiǎ sǐ),Actions,Top 300,HSK2 Expansion,177.0,1979349.0,1042.683123215734,57.87185693711305,1670.0,2788.0,True,True,True,"3500, 7000, corpus"
张,zhāng,zhang,Z,surname Zhang,主张 (zhǔ zhāng); 乖张 (guāi zhāng); 伸张 (shēn zhāng),General Reference,Top 300,HSK2 Expansion,178.0,1977218.0,1041.5605532517848,57.97601299243823,1012.0,1688.0,True,True,True,"3500, 7000, corpus"
部,bù,bu,B,"ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc",上部 (shàng bù); 东部 (dōng bù); 中部 (zhōng bù),Business & Work,Top 300,HSK2 Expansion,179.0,1972176.0,1038.9045242709162,58.07990344486532,3168.0,6015.0,True,True,True,"3500, 7000, corpus"
太,tài,tai,T,highest; greatest; too (much); very; extremely,亚太 (yà tài); 印太 (yìn tài); 太上 (tài shàng),Actions,Top 300,HSK2 Expansion,180.0,1962845.0,1033.989132279546,58.18330235809328,714.0,1164.0,True,True,True,"3500, 7000, corpus"
日,rì,ri,R,"abbr. for 日本[Ri4 ben3], Japan",不日 (bù rì); 中日 (zhōng rì); 主日 (zhǔ rì),Time,Top 300,HSK2 Expansion,181.0,1944999.0,1024.5882014599142,58.28576117823927,1425.0,2347.0,True,True,True,"3500, 7000, corpus"
少,shǎo,shao,S,few; less; to lack; to be missing; to stop (doing sth); seldom,不少 (bù shǎo); 减少 (jiǎn shǎo); 多少 (duō shǎo),Actions,Top 300,HSK2 Expansion,182.0,1940099.0,1022.0069753579195,58.38796187577506,869.0,1423.0,True,True,True,"3500, 7000, corpus"
战,zhàn,zhan,Z,to fight; fight; war; battle,一战 (yī zhàn); 临战 (lín zhàn); 争战 (zhēng zhàn),Actions,Top 300,HSK2 Expansion,183.0,1924225.0,1013.6448563491309,58.48932636140997,1166.0,1964.0,True,True,True,"3500, 7000, corpus"
理,lǐ,li,L,texture; grain (of wood); inner essence; intrinsic order; reason; logic; truth; science; natural science (esp. physics); to manage; to pay attention to; to run (affairs); to handle; to put in order; to tidy up,不理 (bù lǐ); 义理 (yì lǐ); 乐理 (yuè lǐ),Business & Work,Top 300,HSK2 Expansion,184.0,1903915.0,1002.9459375467814,58.58962095516465,2025.0,3560.0,True,True,True,"3500, 7000, corpus"
直,zhí,zhi,Z,"surname Zhi; Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",一直 (yì zhí); 亢直 (kàng zhí); 任直 (rèn zhí),Places & Movement,Top 300,HSK2 Expansion,185.0,1902380.0,1002.1373289617688,58.68983468806083,2137.0,3829.0,True,True,True,"3500, 7000, corpus"
重,zhòng,zhong,Z,to repeat; repetition; again; re-; classifier: layer,三重 (sān chóng); 两重 (liǎng zhòng); 严重 (yán zhòng),Actions,Top 300,HSK2 Expansion,186.0,1900814.0,1001.3123901708049,58.78996592707791,3193.0,6097.0,True,True,True,"3500, 7000, corpus"
王,wáng,wang,W,surname Wang,亲王 (qīn wáng); 先王 (xiān wáng); 冥王 (míng wáng),General Reference,Top 300,HSK2 Expansion,187.0,1891711.0,996.5171042103033,58.88961763749894,2009.0,3515.0,True,True,True,"3500, 7000, corpus"
像,xiàng,xiang,X,to resemble; to be like; to look as if; such as; appearance; image; portrait; image under a mapping (math.),人像 (rén xiàng); 佛像 (fó xiàng); 倒像 (dào xiàng),Actions,Top 300,HSK2 Expansion,188.0,1883479.0,992.1806443589521,58.98883570193483,215.0,321.0,True,True,True,"3500, 7000, corpus"
脸,liǎn,lian,L,"face; CL:張|张[zhang1],個|个[ge4]",上脸 (shàng liǎn); 丢脸 (diū liǎn); 做脸 (zuò liǎn),General Reference,Top 300,HSK2 Expansion,189.0,1845354.0,972.097124942922,59.08604541442912,2563.0,4691.0,True,True,True,"3500, 7000, corpus"
比,bǐ,bi,B,Belgium; Belgian; abbr. for 比利時|比利时[Bi3 li4 shi2],不比 (bù bǐ); 占比 (zhàn bǐ); 反比 (fǎn bǐ),General Reference,Top 300,HSK2 Expansion,190.0,1844194.0,971.4860591718375,59.183194020346306,1686.0,2822.0,True,True,True,"3500, 7000, corpus"
快,kuài,kuai,K,rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant,不快 (bù kuài); 凉快 (liáng kuài); 加快 (jiā kuài),Actions,Top 300,HSK2 Expansion,191.0,1840001.0,969.277267121702,59.28012174705847,1061.0,1768.0,True,True,True,"3500, 7000, corpus"
何,hé,he,H,surname He,为何 (wèi hé); 从何 (cóng hé); 任何 (rèn hé),General Reference,Top 300,HSK2 Expansion,192.0,1822108.0,959.8515776027243,59.37610690481875,147.0,186.0,True,True,True,"3500, 7000, corpus"
水,shuǐ,shui,S,surname Shui,上水 (shàng shuǐ); 下水 (xià shuǐ); 中水 (zhōng shuǐ),General Reference,Top 300,HSK2 Expansion,193.0,1817943.0,957.6575354160287,59.471872658360354,1703.0,2864.0,True,True,True,"3500, 7000, corpus"
名,míng,ming,M,name; noun (part of speech); place (e.g. among winners); famous; classifier for people,名字 (míng zì); 有名 (yǒu míng); 名单 (míng dān),People & Pronouns,Top 300,HSK2 Expansion,194.0,1804559.0,950.6071006917233,59.566933368429524,473.0,664.0,True,True,True,"3500, 7000, corpus"
体,tǐ,ti,T,used in 體己|体己[ti1 ji5]; Taiwan pr. [ti3],一体 (yī tǐ); 三体 (sān tǐ); 下体 (xià tǐ),General Reference,Top 300,HSK2 Expansion,195.0,1799811.0,948.1059452769742,59.661743962957225,146.0,185.0,True,True,True,"3500, 7000, corpus"
呢,ne,ne,N,"(sentence-final particle) used in questions to link back to prior discourse or context (""what about...?"", ""and...?""); (sentence-final particle) indicating that a state or situation still holds; (discourse particle) used to mark a slight pause or emphasis in speech",呢呢 (ne ne); 呢喃 (ní nán); 呢子 (ní zi),Question & Function,Top 300,HSK2 Expansion,196.0,1793494.0,944.7782707287496,59.7562217900301,511.0,713.0,True,True,True,"3500, 7000, corpus"
东,dōng,dong,D,surname Dong,东东 (dōng dōng); 东主 (dōng zhǔ); 东亚 (dōng yà),Places & Movement,Top 300,HSK2 Expansion,197.0,1783570.0,939.5504977009546,59.85017683980019,20.0,21.0,True,True,True,"3500, 7000, corpus"
叫,jiào,jiao,J,to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood),乱叫 (luàn jiào); 叫作 (jiào zuò); 叫做 (jiào zuò),Actions,Top 300,HSK2 Expansion,198.0,1780163.0,937.7557553888125,59.94395241533907,451.0,639.0,True,True,True,"3500, 7000, corpus"
西,xī,xi,X,the West; abbr. for Spain 西班牙[Xi1 ban1 ya2]; Spanish,东西 (dōng xī); 中西 (zhōng xī); 以西 (yǐ xī),Places & Movement,Top 300,HSK2 Expansion,199.0,1778761.0,937.0172086551398,60.03765413620458,2856.0,5403.0,True,True,True,"3500, 7000, corpus"
应,yīng,ying,Y,surname Ying; Taiwan pr. [Ying4],一应 (yī yīng); 供应 (gōng yìng); 反应 (fǎn yìng),General Reference,Top 300,HSK2 Expansion,200.0,1777404.0,936.3023670591384,60.13128437291049,982.0,1634.0,True,True,True,"3500, 7000, corpus"
便,biàn,bian,B,plain; informal; suitable; convenient; opportune; to urinate or defecate; equivalent to 就[jiu4]: then; in that case; even if; soon afterwards,不便 (bù biàn); 乘便 (chéng biàn); 二便 (èr biàn),Actions,Top 300,HSK2 Expansion,201.0,1735257.0,914.1001351161241,60.222694386422106,171.0,235.0,True,True,True,"3500, 7000, corpus"
放,fàng,fang,F,to put; to place; to release; to free; to let go; to let out; to set off (fireworks),下放 (xià fàng); 倒放 (dào fàng); 停放 (tíng fàng),Business & Work,Top 300,HSK2 Expansion,202.0,1730745.0,911.7232999789404,60.31386671642,1384.0,2286.0,True,True,True,"3500, 7000, corpus"
马,mǎ,ma,M,surname Ma; abbr. for Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4],上马 (shàng mǎ); 下马 (xià mǎ); 人马 (rén mǎ),General Reference,Top 300,HSK2 Expansion,203.0,1729443.0,911.0374313289817,60.4049704595529,3419.0,6658.0,True,True,True,"3500, 7000, corpus"
难,nán,nan,N,difficult (to...); problem; difficulty; difficult; not good,万难 (wàn nán); 两难 (liǎng nán); 临难 (lín nàn),Places & Movement,Top 300,HSK2 Expansion,204.0,1727440.0,909.9822893121868,60.49596868848412,3321.0,6447.0,True,True,True,"3500, 7000, corpus"
轻,qīng,qing,Q,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage,从轻 (cóng qīng); 减轻 (jiǎn qīng); 屁轻 (pì qīng),Actions,Top 300,HSK2 Expansion,205.0,1720467.0,906.3090465347972,60.5865995931376,3070.0,5824.0,True,True,True,"3500, 7000, corpus"
更,gèng,geng,G,to change or replace; to experience; one of the five two-hour periods into which the night was formerly divided; watch (e.g. of a sentry or guard),一更 (yī gèng); 三更 (sān gēng); 二更 (èr gèng),Question & Function,Top 300,HSK2 Expansion,206.0,1703552.0,897.398548674544,60.67633944800505,1480.0,2443.0,True,True,True,"3500, 7000, corpus"
美,měi,mei,M,(bound form) the Americas (abbr. for 美洲[Mei3 zhou1]); (bound form) USA (abbr. for 美國|美国[Mei3 guo2]),中美 (zhōng měi); 丰美 (fēng měi); 亲美 (qīn měi),General Reference,Top 300,HSK2 Expansion,207.0,1692264.0,891.4522465848878,60.76548467266354,2467.0,4505.0,True,True,True,"3500, 7000, corpus"
位,wèi,wei,W,position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 16-bit or 2 bytes); (physics) potential,万位 (wàn wèi); 上位 (shàng wèi); 个位 (gè wèi),People & Pronouns,Top 300,HSK2 Expansion,208.0,1682896.0,886.5173637025437,60.85413640903379,142.0,180.0,True,True,True,"3500, 7000, corpus"
关,guān,guan,G,surname Guan,事关 (shì guān); 入关 (rù guān); 公关 (gōng guān),Actions,Top 300,HSK2 Expansion,209.0,1675433.0,882.5859983149545,60.94239500886529,244.0,364.0,True,True,True,"3500, 7000, corpus"
机,jī,ji,J,surname Ji,专机 (zhuān jī); 主机 (zhǔ jī); 乘机 (chéng jī),General Reference,Top 300,HSK2 Expansion,210.0,1672100.0,880.830237784761,61.030478032643764,1503.0,2473.0,True,True,True,"3500, 7000, corpus"
接,jiē,jie,J,to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; to take over for sb,交接 (jiāo jiē); 剪接 (jiǎn jiē); 割接 (gē jiē),Places & Movement,Top 300,HSK2 Expansion,211.0,1671342.0,880.4309379102075,61.118521126434786,1313.0,2161.0,True,True,True,"3500, 7000, corpus"
先,xiān,xian,X,beforehand; first; earlier; at first; originally; for the time being; for now; (prefix) my late (in referring to deceased relatives older than oneself),争先 (zhēng xiān); 事先 (shì xiān); 从先 (cóng xiān),People & Pronouns,Top 300,HSK2 Expansion,212.0,1662684.0,875.8700694222341,61.20610813337701,228.0,345.0,True,True,True,"3500, 7000, corpus"
文,wén,wen,W,surname Wen,上文 (shàng wén); 中文 (zhōng wén); 互文 (hù wén),General Reference,Top 300,HSK2 Expansion,213.0,1637873.0,862.8001100719096,61.2923881443842,1402.0,2309.0,True,True,True,"3500, 7000, corpus"
处,chù,chu,C,to reside; to live; to dwell; to be in; to be situated at; to stay; to get along with; to be in a position of; to deal with; to discipline; to punish,住处 (zhù chù); 何处 (hé chù); 僻处 (pì chù),Actions,Top 300,HSK2 Expansion,214.0,1626691.0,856.9096467509902,61.3780791090593,703.0,1149.0,True,True,True,"3500, 7000, corpus"
并,bìng,bing,B,and; furthermore; also; together with; (not) at all; simultaneously; to combine; to join; to merge,一并 (yī bìng); 交并 (jiāo bìng); 兼并 (jiān bìng),Question & Function,Top 300,HSK2 Expansion,215.0,1624589.0,855.8023534313182,61.46365934440243,969.0,1617.0,True,True,True,"3500, 7000, corpus"
望,wàng,wang,W,full moon; to hope; to expect; to visit; to gaze (into the distance); to look towards; towards,人望 (rén wàng); 仰望 (yǎng wàng); 企望 (qǐ wàng),Actions,Top 300,HSK2 Expansion,216.0,1623939.0,855.459945887176,61.54920533899115,1491.0,2460.0,True,True,True,"3500, 7000, corpus"
常,cháng,chang,C,surname Chang,中常 (zhōng cháng); 五常 (wǔ cháng); 伦常 (lún cháng),General Reference,Top 300,HSK2 Expansion,217.0,1623697.0,855.3324649245876,61.63473858548361,959.0,1599.0,True,True,True,"3500, 7000, corpus"
完,wán,wan,W,to finish; to be over; whole; complete; entire,做完 (zuò wán); 写完 (xiě wán); 卖完 (mài wán),Actions,Top 300,HSK2 Expansion,218.0,1623350.0,855.1496719740994,61.72025355268102,817.0,1361.0,True,True,True,"3500, 7000, corpus"
四,sì,si,S,four; 4,五四 (wǔ sì); 六四 (liù sì); 再四 (zài sì),Numbers & Measures,Top 300,HSK2 Expansion,219.0,1598102.0,841.849509397944,61.804438503620815,614.0,968.0,True,True,True,"3500, 7000, corpus"
飞,fēi,fei,F,to fly,停飞 (tíng fēi); 单飞 (dān fēi); 双飞 (shuāng fēi),Actions,Top 300,HSK2 Expansion,220.0,1593771.0,839.5680215922829,61.888395305780044,3396.0,6598.0,True,True,True,"3500, 7000, corpus"
师,shī,shi,S,surname Shi,业师 (yè shī); 为师 (wèi shī); 乐师 (yuè shī),General Reference,Top 300,HSK2 Expansion,221.0,1581750.0,833.2355891490017,61.97171886469494,947.0,1578.0,True,True,True,"3500, 7000, corpus"
者,zhě,zhe,Z,"(after a verb or adjective) one who (is) ...; (after a noun) person involved in ...; -er; -ist; (used after a number or 後|后[hou4] or 前[qian2] to refer to sth mentioned previously); (used after a term, to mark a pause before defining the term); (old) (used at the end of a command); (old) this",业者 (yè zhě); 两者 (liǎng zhě); 二者 (èr zhě),People & Pronouns,Top 300,HSK2 Expansion,222.0,1581047.0,832.865262220491,62.05500539091699,2487.0,4550.0,True,True,True,"3500, 7000, corpus"
安,ān,an,A,surname An,安全 (ān quán); 安排 (ān pái); 平安 (píng ān),General Reference,Top 300,HSK2 Expansion,223.0,1580103.0,832.3679811102292,62.13824218902801,815.0,1359.0,True,True,True,"3500, 7000, corpus"
清,qīng,qing,Q,Qing (Wade-Giles: Ch'ing) dynasty of China (1644–1911); surname Qing,不清 (bù qīng); 两清 (liǎng qīng); 乳清 (rǔ qīng),General Reference,Top 300,HSK2 Expansion,224.0,1568814.0,826.4211522397358,62.22088430425199,1825.0,3098.0,True,True,True,"3500, 7000, corpus"
刚,gāng,gang,G,hard; firm; strong; just; barely; exactly,刚一 (gāng yī); 刚体 (gāng tǐ); 刚健 (gāng jiàn),General Reference,Top 300,HSK2 Expansion,225.0,1561764.0,822.7073473378862,62.30315503898578,310.0,445.0,True,True,True,"3500, 7000, corpus"
跟,gēn,gen,G,heel; to follow closely; to go with; (of a woman) to marry sb; with; compared with; to; towards; and (joining two nouns),紧跟 (jǐn gēn); 脚跟 (jiǎo gēn); 跟上 (gēn shàng),Places & Movement,Top 300,HSK2 Expansion,226.0,1547565.0,815.22758623131,62.38467779760891,3032.0,5722.0,True,True,True,"3500, 7000, corpus"
月,yuè,yue,Y,"moon; month; monthly; CL:個|个[ge4],輪|轮[lun2]",这个月 (zhè ge yuè); 下个月 (xià gè yuè); 月亮 (yuè liàng),Time,Top 300,HSK2 Expansion,227.0,1546594.0,814.7160820384454,62.46614940581275,1486.0,2450.0,True,True,True,"3500, 7000, corpus"
信,xìn,xin,X,letter; mail; CL:封[feng1]; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random,书信 (shū xìn); 互信 (hù xìn); 亲信 (qīn xìn),Actions,Top 300,HSK2 Expansion,228.0,1529741.0,805.8382445900952,62.54673323027176,180.0,251.0,True,True,True,"3500, 7000, corpus"
山,shān,shan,S,surname Shan,下山 (xià shān); 假山 (jiǎ shān); 喀山 (kā shān),General Reference,Top 300,HSK2 Expansion,229.0,1526952.0,804.3690528353068,62.627170135555296,900.0,1467.0,True,True,True,"3500, 7000, corpus"
爱,ài,ai,A,to love; to be fond of; to like; affection; to be inclined (to do sth); to tend to (happen),爱好 (ài hào); 可爱 (kě ài); 热爱 (rè ài),Actions,Top 300,HSK2 Expansion,230.0,1516399.0,798.8099346609496,62.707051129021394,1953.0,3391.0,True,True,True,"3500, 7000, corpus"
内,nèi,nei,N,inside; inner; internal; within; interior,业内 (yè nèi); 之内 (zhī nèi); 以内 (yǐ nèi),Places & Movement,Top 300,HSK2 Expansion,231.0,1509530.0,795.1914770906228,62.78657027673046,254.0,376.0,True,True,True,"3500, 7000, corpus"
龙,lóng,long,L,surname Long,上龙 (shàng lóng); 业龙 (yè lóng); 乘龙 (chéng lóng),General Reference,Top 300,HSK2 Expansion,232.0,1509393.0,795.1193081159342,62.86608220754205,3499.0,6996.0,True,True,True,"3500, 7000, corpus"
空,kōng,kong,K,empty; air; sky; in vain,一空 (yī kōng); 上空 (shàng kōng); 中空 (zhōng kōng),General Reference,Top 300,HSK2 Expansion,233.0,1496062.0,788.0967927759973,62.94489188681965,2278.0,4121.0,True,True,True,"3500, 7000, corpus"
带,dài,dai,D,band; belt; girdle; ribbon; tire; area; zone; region; CL:條|条[tiao2]; to wear; to carry; to take along; to bear (i.e. to have); to lead; to bring; to look after; to raise,一带 (yī dài); 不带 (bù dài); 丝带 (sī dài),Actions,Top 300,HSK2 Expansion,234.0,1491966.0,785.9390984670646,63.02348579666636,956.0,1593.0,True,True,True,"3500, 7000, corpus"
找,zhǎo,zhao,Z,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,寻找 (xún zhǎo); 找事 (zhǎo shì); 找出 (zhǎo chū),Actions,Top 300,HSK2 Expansion,235.0,1476145.0,777.6048988426446,63.10124628655062,1198.0,2013.0,True,True,True,"3500, 7000, corpus"
原,yuán,yuan,Y,surname Yuan; (Japanese surname) Hara,冰原 (bīng yuán); 冻原 (dòng yuán); 原义 (yuán yì),General Reference,Top 300,HSK2 Expansion,236.0,1473346.0,776.1304392794848,63.178859330478566,423.0,604.0,True,True,True,"3500, 7000, corpus"
入,rù,ru,R,"to enter; to go into; to join; to become a member of; (bound form) to conform to (as in 入時|入时[ru4 shi2]); abbr. for 入聲|入声[ru4 sheng1]; (on product packaging, after {number n} + {classifier}) containing (n pieces) (from Japanese 入 ""iri"")",买入 (mǎi rù); 介入 (jiè rù); 代入 (dài rù),Places & Movement,Top 300,HSK2 Expansion,237.0,1472056.0,775.4508919995719,63.256404419678525,237.0,356.0,True,True,True,"3500, 7000, corpus"
李,lǐ,li,L,surname Li,李俊 (lǐ jùn); 李冰 (lǐ bīng); 李冶 (lǐ yě),General Reference,Top 300,HSK2 Expansion,238.0,1462547.0,770.4417330191908,63.333448592980446,1511.0,2482.0,True,True,True,"3500, 7000, corpus"
连,lián,lian,L,surname Lian,一连 (yī lián); 二连 (èr lián); 互连 (hù lián),General Reference,Top 300,HSK2 Expansion,239.0,1453048.0,765.4378418471811,63.40999237716517,3112.0,5886.0,True,True,True,"3500, 7000, corpus"
吃,chī,chi,C,"to eat; to consume; to eat at (a cafeteria etc); to eradicate; to destroy; to absorb; to suffer (shock, injury, defeat etc)",吃饭 (chī fàn); 好吃 (hǎo chī); 吃完 (chī wán),Actions,Top 300,HSK2 Expansion,240.0,1445563.0,761.4948872811749,63.48614186589329,466.0,657.0,True,True,True,"3500, 7000, corpus"
场,chǎng,chang,C,"threshing floor; classifier for events and happenings: spell, episode, bout",上场 (shàng chǎng); 下场 (xià chǎng); 专场 (zhuān chǎng),Places & Movement,Top 300,HSK2 Expansion,241.0,1443226.0,760.2638004647745,63.562168245939766,633.0,1006.0,True,True,True,"3500, 7000, corpus"
平,píng,ping,P,surname Ping,不平 (bù píng); 公平 (gōng píng); 北平 (běi píng),General Reference,Top 300,HSK2 Expansion,242.0,1439957.0,758.5417539081581,63.63802242133058,967.0,1615.0,True,True,True,"3500, 7000, corpus"
思,sī,si,S,to think; to consider,反思 (fǎn sī); 哀思 (āi sī); 哲思 (zhé sī),Actions,Top 300,HSK2 Expansion,243.0,1438567.0,757.809528544531,63.713803374185034,1074.0,1796.0,True,True,True,"3500, 7000, corpus"
林,lín,lin,L,surname Lin; Japanese surname Hayashi,丛林 (cóng lín); 乔林 (qiáo lín); 佩林 (pèi lín),General Reference,Top 300,HSK2 Expansion,244.0,1435296.0,756.0864284262402,63.78941201702766,1532.0,2515.0,True,True,True,"3500, 7000, corpus"
变,biàn,bian,B,to change; to become different; to transform; to vary; rebellion,不变 (bù biàn); 丕变 (pī biàn); 事变 (shì biàn),Places & Movement,Top 300,HSK2 Expansion,245.0,1428820.0,752.6749957249101,63.86467951660015,441.0,627.0,True,True,True,"3500, 7000, corpus"
使,shǐ,shi,S,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,主使 (zhǔ shǐ); 使出 (shǐ chū); 使劲 (shǐ jìn),Actions,Top 300,HSK2 Expansion,246.0,1415240.0,745.5213119565249,63.9392316477958,155.0,210.0,True,True,True,"3500, 7000, corpus"
由,yóu,you,Y,to follow; from; because of; due to; by; via; through; (before a noun and a verb) it is for ... to ...,不由 (bù yóu); 事由 (shì yóu); 交由 (jiāo yóu),Question & Function,Top 300,HSK2 Expansion,247.0,1400586.0,737.8018655690493,64.01301183435271,2054.0,3652.0,True,True,True,"3500, 7000, corpus"
受,shòu,shou,S,to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker); (LGBT) bottom,享受 (xiǎng shòu); 免受 (miǎn shòu); 受业 (shòu yè),Actions,Top 300,HSK2 Expansion,248.0,1388441.0,731.4041123019624,64.08615224558291,440.0,626.0,True,True,True,"3500, 7000, corpus"
亲,qīn,qin,Q,parent; one's own (flesh and blood); relative; related; marriage; bride; close; intimate; in person; first-hand; in favor of; pro-; to kiss; (Internet slang) dear,丧亲 (sàng qīn); 亲临 (qīn lín); 亲事 (qīn shì),People & Pronouns,Top 300,HSK2 Expansion,249.0,1388321.0,731.3408986015054,64.15928633544306,86.0,98.0,True,True,True,"3500, 7000, corpus"
命,mìng,ming,M,"life; fate; order or command; to assign a name, title etc",丢命 (diū mìng); 丧命 (sàng mìng); 亡命 (wáng mìng),Actions,Top 300,HSK2 Expansion,250.0,1368062.0,720.6688456218501,64.23135322000525,517.0,726.0,True,True,True,"3500, 7000, corpus"
目,mù,mu,M,eye; (literary) to look; to regard; eye (of a net); mesh; mesh size; grit size (abbr. for 目數|目数[mu4 shu4]); item; section; list; catalogue; (taxonomy) order; name; title,举目 (jǔ mù); 书目 (shū mù); 亚目 (yà mù),Actions,Top 300,HSK2 Expansion,251.0,1365310.0,719.2191447580361,64.30327513448105,2134.0,3825.0,True,True,True,"3500, 7000, corpus"
强,qiáng,qiang,Q,surname Qiang,倔强 (jué jiàng); 八强 (bā qiáng); 列强 (liè qiáng),General Reference,Top 300,HSK2 Expansion,252.0,1361353.0,717.134672985466,64.3749886017796,1019.0,1697.0,True,True,True,"3500, 7000, corpus"
男,nán,nan,N,"(bound form) male; baron, the lowest of the five ranks of nobility 五等爵位[wu3 deng3 jue2 wei4]",剩男 (shèng nán); 型男 (xíng nán); 处男 (chù nán),General Reference,Top 300,HSK2 Expansion,253.0,1354324.0,713.4319304811964,64.44633179482773,2058.0,3656.0,True,True,True,"3500, 7000, corpus"
任,rèn,ren,R,surname Ren,上任 (shàng rèn); 下任 (xià rèn); 专任 (zhuān rèn),General Reference,Top 300,HSK2 Expansion,254.0,1353727.0,713.1174423214228,64.51764353905988,114.0,142.0,True,True,True,"3500, 7000, corpus"
该,gāi,gai,G,should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned,不该 (bù gāi); 合该 (hé gāi); 应该 (yīng gāi),Actions,Top 300,HSK2 Expansion,255.0,1351318.0,711.8484272847484,64.58882838178835,2912.0,5510.0,True,True,True,"3500, 7000, corpus"
路,lù,lu,L,surname Lu,一路 (yī lù); 上路 (shàng lù); 中路 (zhōng lù),Places & Movement,Top 300,HSK2 Expansion,256.0,1338441.0,705.0650704448738,64.65933488883283,3035.0,5728.0,True,True,True,"3500, 7000, corpus"
车,chē,che,C,surname Che,上车 (shàng chē); 下车 (xià chē); 专车 (zhuān chē),General Reference,Top 300,HSK2 Expansion,257.0,1338066.0,704.8675276309456,64.72982164159592,3061.0,5803.0,True,True,True,"3500, 7000, corpus"
今,jīn,jin,J,"now; the present time; current; contemporary; this (day, year etc)",今世 (jīn shì); 今人 (jīn rén); 今儿 (jīn ér),Time,Top 300,HSK2 Expansion,258.0,1337566.0,704.6041372123747,64.80028205531715,94.0,114.0,True,True,True,"3500, 7000, corpus"
