character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
鱼,yú,yu,Y,surname Yu,乌鱼 (wū yú); 人鱼 (rén yú); 刀鱼 (dāo yú),General Reference,Top 1200,General 3500,985.0,288142.0,151.78768397570516,88.68048016663289,3452.0,6759.0,True,True,True,"3500, 7000, corpus"
徐,xú,xu,X,surname Xu,徐俊 (xú jùn); 徐克 (xú kè); 徐徐 (xú xú),General Reference,Top 1200,General 3500,986.0,287405.0,151.3994464987317,88.69562011128276,1041.0,1732.0,True,True,True,"3500, 7000, corpus"
型,xíng,xing,X,mold; type; style; model,丙型 (bǐng xíng); 中型 (zhōng xíng); 乙型 (yǐ xíng),General Reference,Top 1200,General 3500,987.0,286621.0,150.98645032241254,88.710718756315,658.0,1045.0,True,True,True,"3500, 7000, corpus"
暴,bào,bao,B,surname Bao,凶暴 (xiōng bào); 尘暴 (chén bào); 强暴 (qiáng bào),General Reference,Top 1200,General 3500,989.0,286045.0,150.68302456021885,88.74087743334411,1477.0,2430.0,True,True,True,"3500, 7000, corpus"
腿,tuǐ,tui,T,leg; CL:條|条[tiao2],假腿 (jiǎ tuǐ); 前腿 (qián tuǐ); 劈腿 (pī tuǐ),General Reference,Top 1200,General 3500,994.0,280952.0,148.0001297566558,88.81528254000814,2578.0,4721.0,True,True,True,"3500, 7000, corpus"
妙,miào,miao,M,clever; wonderful,不妙 (bù miào); 佳妙 (jiā miào); 奇妙 (qí miào),General Reference,Top 1200,General 3500,996.0,280421.0,147.72040913213354,88.8448485359174,753.0,1216.0,True,True,True,"3500, 7000, corpus"
危,wēi,wei,W,surname Wei,临危 (lín wēi); 倾危 (qīng wēi); 危亡 (wēi wáng),General Reference,Top 1200,General 3500,998.0,279881.0,147.43594748007698,88.87433588344766,407.0,584.0,True,True,True,"3500, 7000, corpus"
优,yōu,you,Y,excellent; superior,从优 (cóng yōu); 优于 (yōu yú); 优伶 (yōu líng),General Reference,Top 1200,General 3500,999.0,279594.0,147.2847613798173,88.88906435958563,124.0,155.0,True,True,True,"3500, 7000, corpus"
丁,dīng,ding,D,surname Ding,丁丁 (dīng dīng); 丁丑 (dīng chǒu); 丁亥 (dīng hài),General Reference,Top 1200,General 3500,1002.0,278627.0,146.77536431030117,88.93314611753084,2.0,2.0,True,True,True,"3500, 7000, corpus"
束,shù,shu,S,surname Shu,光束 (guāng shù); 多束 (duō shù); 拘束 (jū shù),General Reference,Top 1200,General 3500,1005.0,277980.0,146.43453710867044,88.9771193059455,1517.0,2490.0,True,True,True,"3500, 7000, corpus"
旧,jiù,jiu,J,old; opposite: new 新; former; worn (with age),亲旧 (qīn jiù); 仍旧 (réng jiù); 依旧 (yī jiù),General Reference,Top 1200,General 3500,1010.0,275220.0,144.98062199815917,89.0500216122373,1427.0,2349.0,True,True,True,"3500, 7000, corpus"
彩,cǎi,cai,C,(bright) color; variety; applause; applaud; lottery prize,七彩 (qī cǎi); 中彩 (zhòng cǎi); 丹彩 (dān cǎi),General Reference,Top 1200,General 3500,1011.0,274800.0,144.7593740465596,89.06449754964196,1025.0,1711.0,True,True,True,"3500, 7000, corpus"
委,wěi,wei,W,surname Wei,主委 (zhǔ wěi); 党委 (dǎng wěi); 军委 (jūn wěi),General Reference,Top 1200,General 3500,1012.0,274305.0,144.49861753217445,89.07894741139518,764.0,1238.0,True,True,True,"3500, 7000, corpus"
鲜,xiān,xian,X,fresh; bright (in color); delicious; tasty; delicacy; aquatic foods,三鲜 (sān xiān); 保鲜 (bǎo xiān); 光鲜 (guāng xiān),General Reference,Top 1200,General 3500,1016.0,273041.0,143.83276655402722,89.13658914022541,3454.0,6784.0,True,True,True,"3500, 7000, corpus"
珠,zhū,zhu,Z,"bead; pearl; CL:粒[li4],顆|颗[ke1]",佛珠 (fó zhū); 圆珠 (yuán zhū); 天珠 (tiān zhū),General Reference,Top 1200,General 3500,1024.0,271642.0,143.09580016286588,89.25133865282933,2021.0,3549.0,True,True,True,"3500, 7000, corpus"
归,guī,gui,G,surname Gui,东归 (dōng guī); 九归 (jiǔ guī); 于归 (yú guī),General Reference,Top 1200,General 3500,1027.0,270263.0,142.36936938844735,89.2940813865646,1020.0,1700.0,True,True,True,"3500, 7000, corpus"
园,yuán,yuan,Y,surname Yuan,乐园 (lè yuán); 入园 (rù yuán); 公园 (gōng yuán),General Reference,Top 1200,General 3500,1033.0,267608.0,140.97076626583598,89.37901915999875,619.0,977.0,True,True,True,"3500, 7000, corpus"
勇,yǒng,yong,Y,brave,义勇 (yì yǒng); 勇于 (yǒng yú); 勇决 (yǒng jué),General Reference,Top 1200,General 3500,1036.0,266642.0,140.461895977157,89.42123585039005,358.0,515.0,True,True,True,"3500, 7000, corpus"
庄,zhuāng,zhuang,Z,surname Zhuang,亦庄 (yì zhuāng); 农庄 (nóng zhuāng); 别庄 (bié zhuāng),General Reference,Top 1200,General 3500,1039.0,264912.0,139.55056512890175,89.46315938724547,975.0,1625.0,True,True,True,"3500, 7000, corpus"
拳,quán,quan,Q,fist; boxing,出拳 (chū quán); 划拳 (huá quán); 勾拳 (gōu quán),General Reference,Top 1200,General 3500,1042.0,264501.0,139.33405820483648,89.5049761983033,1254.0,2083.0,True,True,True,"3500, 7000, corpus"
冒,mào,mao,M,surname Mao,仿冒 (fǎng mào); 假冒 (jiǎ mào); 傻冒 (shǎ mào),General Reference,Top 1200,General 3500,1048.0,258486.0,136.1654714694287,89.58774179095549,258.0,381.0,True,True,True,"3500, 7000, corpus"
丹,dān,dan,D,red; pellet; powder; cinnabar,不丹 (bù dān); 丹佛 (dān fú); 丹凤 (dān fèng),General Reference,Top 1200,General 3500,1051.0,255714.0,134.7052349888717,89.62826740950338,32.0,35.0,True,True,True,"3500, 7000, corpus"
舒,shū,shu,S,surname Shu,安舒 (ān shū); 宽舒 (kuān shū); 舒坦 (shū tǎn),General Reference,Top 1200,General 3500,1052.0,255489.0,134.5867093005148,89.64172608043343,2602.0,4766.0,True,True,True,"3500, 7000, corpus"
蛋,dàn,dan,D,"egg; CL:個|个[ge4],打[da2]; oval-shaped thing",下蛋 (xià dàn); 倒蛋 (dào dàn); 傻蛋 (shǎ dàn),General Reference,Top 1200,General 3500,1053.0,255478.0,134.58091471130624,89.65518417190457,2776.0,5197.0,True,True,True,"3500, 7000, corpus"
妇,fù,fu,F,woman,主妇 (zhǔ fù); 产妇 (chǎn fù); 佣妇 (yōng fù),General Reference,Top 1200,General 3500,1057.0,254489.0,134.05992846337304,89.70892392971793,748.0,1208.0,True,True,True,"3500, 7000, corpus"
箭,jiàn,jian,J,arrow; CL:支[zhi1],令箭 (lìng jiàn); 契箭 (qì jiàn); 射箭 (shè jiàn),General Reference,Top 1200,General 3500,1058.0,254320.0,133.97090250189606,89.72232101996812,2337.0,4238.0,True,True,True,"3500, 7000, corpus"
欣,xīn,xin,X,happy,欢欣 (huān xīn); 欣喜 (xīn xǐ); 欣幸 (xīn xìng),General Reference,Top 1200,General 3500,1061.0,253814.0,133.70435139830232,89.76247209734082,1654.0,2767.0,True,True,True,"3500, 7000, corpus"
欧,ōu,ou,O,Europe (abbr. for 歐洲|欧洲[Ou1 zhou1]); surname Ou,东欧 (dōng ōu); 中欧 (zhōng ōu); 北欧 (běi ōu),General Reference,Top 1200,General 3500,1063.0,253543.0,133.56159379143693,89.7891863651882,1655.0,2769.0,True,True,True,"3500, 7000, corpus"
菲,fēi,fei,F,abbr. for the Philippines 菲律賓|菲律宾[Fei1 lu:4 bin1],不菲 (bù fēi); 圣菲 (shèng fēi); 王菲 (wáng fēi),General Reference,Top 1200,General 3500,1066.0,252624.0,133.07748220210362,89.82915675673377,2695.0,4995.0,True,True,True,"3500, 7000, corpus"
曲,qū,qu,Q,surname Qu,乐曲 (yuè qǔ); 作曲 (zuò qǔ); 元曲 (yuán qǔ),General Reference,Top 1200,General 3500,1068.0,250151.0,131.77475319185203,89.85558187457964,1479.0,2441.0,True,True,True,"3500, 7000, corpus"
玄,xuán,xuan,X,black; mysterious,桓玄 (huán xuán); 渊玄 (yuān xuán); 玄乎 (xuán hū),General Reference,Top 1200,General 3500,1070.0,249249.0,131.29959687675012,89.88185238224982,2006.0,3512.0,True,True,True,"3500, 7000, corpus"
幻,huàn,huan,H,fantasy,变幻 (biàn huàn); 奇幻 (qí huàn); 幻化 (huàn huà),General Reference,Top 1200,General 3500,1071.0,248831.0,131.07940248682485,89.8949603224985,971.0,1620.0,True,True,True,"3500, 7000, corpus"
茶,chá,cha,C,"tea; tea plant; CL:杯[bei1],壺|壶[hu2]",凉茶 (liáng chá); 品茶 (pǐn chá); 喝茶 (hē chá),General Reference,Top 1200,General 3500,1072.0,248811.0,131.06886687008205,89.90806720918552,2663.0,4907.0,True,True,True,"3500, 7000, corpus"
伊,yī,yi,Y,surname Yi,伊人 (yī rén); 伊党 (yī dǎng); 伊凡 (yī fán),General Reference,Top 1200,General 3500,1074.0,248425.0,130.8655294669453,89.93424795340104,118.0,147.0,True,True,True,"3500, 7000, corpus"
傻,shǎ,sha,S,foolish,傻冒 (shǎ mào); 傻叉 (shǎ chā); 傻子 (shǎ zi),General Reference,Top 1200,General 3500,1075.0,248211.0,130.75279836779697,89.94732323323782,214.0,319.0,True,True,True,"3500, 7000, corpus"
源,yuán,yuan,Y,root; source; origin,光源 (guāng yuán); 兵源 (bīng yuán); 内源 (nèi yuán),General Reference,Top 1200,General 3500,1077.0,247962.0,130.62162993934865,89.97346025464387,1847.0,3146.0,True,True,True,"3500, 7000, corpus"
洛,luò,luo,L,"surname Luo; old name of several rivers (in Henan, Shaanxi, Sichuan and Anhui)",洛基 (luò jī); 洛德 (luò dé); 洛林 (luò lín),General Reference,Top 1200,General 3500,1078.0,247888.0,130.58264815740017,89.98651851945961,1765.0,2985.0,True,True,True,"3500, 7000, corpus"
臣,chén,chen,C,surname Chen,争臣 (zhēng chén); 人臣 (rén chén); 内臣 (nèi chén),General Reference,Top 1200,General 3500,1080.0,247343.0,130.2955526011579,90.01260512793954,2591.0,4748.0,True,True,True,"3500, 7000, corpus"
犹,yóu,you,Y,as if; (just) like; just as; still; yet,夷犹 (yí yóu); 排犹 (pái yóu); 犹他 (yóu tā),General Reference,Top 1200,General 3500,1082.0,246801.0,130.01003738742708,90.0386324208972,1979.0,3442.0,True,True,True,"3500, 7000, corpus"
绿,lǜ,lv,L,used in names,军绿 (jūn lǜ); 品绿 (pǐn lǜ); 墨绿 (mò lǜ),General Reference,Top 1200,General 3500,1087.0,245485.0,129.3167938057485,90.10339274989207,2435.0,4426.0,True,True,True,"3500, 7000, corpus"
俊,jùn,jun,J,smart; eminent; handsome; talented,俊俏 (jùn qiào); 俊拔 (jùn bá); 俊杰 (jùn jié),General Reference,Top 1200,General 3500,1089.0,244925.0,129.0217965369491,90.12920801356279,174.0,239.0,True,True,True,"3500, 7000, corpus"
疯,fēng,feng,F,insane; mad; wild,发疯 (fā fēng); 吓疯 (xià fēng); 气疯 (qì fēng),General Reference,Top 1200,General 3500,1090.0,244767.0,128.9385651646807,90.14210187007926,2082.0,3704.0,True,True,True,"3500, 7000, corpus"
森,sēn,sen,S,Mori (Japanese surname),拉森 (lā sēn); 杨森 (yáng sēn); 林森 (lín sēn),General Reference,Top 1200,General 3500,1092.0,243708.0,128.38070425814755,90.16781046063046,1609.0,2654.0,True,True,True,"3500, 7000, corpus"
妻,qī,qi,Q,(bound form) wife,丧妻 (sàng qī); 亡妻 (wáng qī); 人妻 (rén qī),General Reference,Top 1200,General 3500,1093.0,243636.0,128.34277603787336,90.18064473823425,757.0,1229.0,True,True,True,"3500, 7000, corpus"
纳,nà,na,N,surname Na,交纳 (jiāo nà); 出纳 (chū nà); 加纳 (jiā nà),General Reference,Top 1200,General 3500,1099.0,242616.0,127.80545958398875,90.25747625011219,2393.0,4355.0,True,True,True,"3500, 7000, corpus"
党,dǎng,dang,D,surname Dang,一党 (yī dǎng); 乱党 (luàn dǎng); 伊党 (yī dǎng),General Reference,Top 1200,General 3500,1100.0,242508.0,127.74856725357743,90.27025110683755,234.0,353.0,True,True,True,"3500, 7000, corpus"
镜,jìng,jing,J,mirror; lens,上镜 (shàng jìng); 借镜 (jiè jìng); 凸镜 (tū jìng),General Reference,Top 1200,General 3500,1108.0,239736.0,126.28833077302042,90.37193397881043,3259.0,6310.0,True,True,True,"3500, 7000, corpus"
软,ruǎn,ruan,R,soft; flexible,发软 (fā ruǎn); 变软 (biàn ruǎn); 嘴软 (zuǐ ruǎn),General Reference,Top 1200,General 3500,1109.0,239536.0,126.18297460559208,90.384552276271,3067.0,5812.0,True,True,True,"3500, 7000, corpus"
悲,bēi,bei,B,sad; sadness; sorrow; grief,伤悲 (shāng bēi); 可悲 (kě bēi); 悲伤 (bēi shāng),General Reference,Top 1200,General 3500,1114.0,238519.0,125.6472384942189,90.447451330534,1110.0,1865.0,True,True,True,"3500, 7000, corpus"
颜,yán,yan,Y,surname Yan,伯颜 (bó yán); 养颜 (yǎng yán); 厚颜 (hòu yán),General Reference,Top 1200,General 3500,1118.0,236409.0,124.53573092784974,90.49740874925858,3389.0,6577.0,True,True,True,"3500, 7000, corpus"
馆,guǎn,guan,G,building; shop; term for certain service establishments; embassy or consulate; schoolroom (old); CL:家[jia1],书馆 (shū guǎn); 使馆 (shǐ guǎn); 公馆 (gōng guǎn),General Reference,Top 1200,General 3500,1123.0,235908.0,124.27181372844171,90.55958337451432,3412.0,6637.0,True,True,True,"3500, 7000, corpus"
谓,wèi,wei,W,surname Wei,不谓 (bù wèi); 主谓 (zhǔ wèi); 何谓 (hé wèi),General Reference,Top 1200,General 3500,1125.0,235703.0,124.16382365682766,90.58442219722531,2939.0,5553.0,True,True,True,"3500, 7000, corpus"
舰,jiàn,jian,J,warship,兵舰 (bīng jiàn); 军舰 (jūn jiàn); 卫舰 (wèi jiàn),General Reference,Top 1200,General 3500,1127.0,235654.0,124.1380113958077,90.60925095842232,2608.0,4778.0,True,True,True,"3500, 7000, corpus"
迹,jì,ji,J,(bound form) trace; mark; vestige; clue; Taiwan pr. [ji1],书迹 (shū jì); 事迹 (shì jì); 伪迹 (wěi jì),General Reference,Top 1200,General 3500,1131.0,234061.0,123.29884952224087,90.65875660990098,3117.0,5901.0,True,True,True,"3500, 7000, corpus"
悄,qiāo,qiao,Q,used in 悄悄[qiao1 qiao1],悄声 (qiǎo shēng); 悄悄 (qiāo qiāo); 悄然 (qiǎo rán),General Reference,Top 1200,General 3500,1133.0,233784.0,123.15293123035258,90.68338893452382,1099.0,1844.0,True,True,True,"3500, 7000, corpus"
锋,fēng,feng,F,point of a spear; edge of a tool; vanguard; forward (in sports team),争锋 (zhēng fēng); 交锋 (jiāo fēng); 侧锋 (cè fēng),General Reference,Top 1200,General 3500,1137.0,232525.0,122.4897141563911,90.73242295911898,3238.0,6236.0,True,True,True,"3500, 7000, corpus"
项,xiàng,xiang,X,surname Xiang,专项 (zhuān xiàng); 义项 (yì xiàng); 事项 (shì xiàng),General Reference,Top 1200,General 3500,1141.0,230765.0,121.56257988302158,90.78116319804127,3370.0,6545.0,True,True,True,"3500, 7000, corpus"
盖,gài,gai,G,surname Ge,井盖 (jǐng gài); 倾盖 (qīng gài); 冰盖 (bīng gài),General Reference,Top 1200,General 3500,1145.0,229688.0,120.99523692141987,90.82967576228575,2129.0,3818.0,True,True,True,"3500, 7000, corpus"
尤,yóu,you,Y,surname You,尤为 (yóu wèi); 尤其 (yóu qí); 尤德 (yóu dé),General Reference,Top 1200,General 3500,1146.0,229183.0,120.72921259866328,90.84174868354562,875.0,1431.0,True,True,True,"3500, 7000, corpus"
徒,tú,tu,T,surname Tu,使徒 (shǐ tú); 信徒 (xìn tú); 僧徒 (sēng tú),General Reference,Top 1200,General 3500,1147.0,228560.0,120.40102813712397,90.85378878635933,1042.0,1733.0,True,True,True,"3500, 7000, corpus"
艺,yì,yi,Y,skill; art,从艺 (cóng yì); 传艺 (chuán yì); 六艺 (liù yì),General Reference,Top 1200,General 3500,1152.0,226121.0,119.11620967533517,90.91362887697912,2620.0,4802.0,True,True,True,"3500, 7000, corpus"
祖,zǔ,zu,Z,surname Zu,佛祖 (fó zǔ); 先祖 (xiān zǔ); 叔祖 (shū zǔ),General Reference,Top 1200,General 3500,1154.0,225814.0,118.95448795833265,90.93743547263972,2224.0,4031.0,True,True,True,"3500, 7000, corpus"
殿,diàn,dian,D,palace hall,偏殿 (piān diàn); 圣殿 (shèng diàn); 大殿 (dà diàn),General Reference,Top 1200,General 3500,1156.0,225035.0,118.54412568619921,90.96114946022917,1680.0,2812.0,True,True,True,"3500, 7000, corpus"
迅,xùn,xun,X,rapid; fast,迅即 (xùn jí); 迅捷 (xùn jié); 迅猛 (xùn měng),General Reference,Top 1200,General 3500,1157.0,225006.0,118.5288490419221,90.97300234513335,3100.0,5872.0,True,True,True,"3500, 7000, corpus"
范,fàn,fan,F,pattern; model; example,典范 (diǎn fàn); 垂范 (chuí fàn); 就范 (jiù fàn),General Reference,Top 1200,General 3500,1159.0,224772.0,118.40558232603092,90.9966891508316,2653.0,4879.0,True,True,True,"3500, 7000, corpus"
律,lǜ,lv,L,surname Lü,一律 (yī lǜ); 乐律 (yuè lǜ); 他律 (tā lǜ),General Reference,Top 1200,General 3500,1160.0,223633.0,117.80557895252643,91.00846970872685,1040.0,1731.0,True,True,True,"3500, 7000, corpus"
番,fān,fan,F,surname Pan,更番 (gēng fān); 生番 (shēng fān); 番刀 (fān dāo),General Reference,Top 1200,General 3500,1161.0,223306.0,117.63332161878108,91.02023304088873,2069.0,3675.0,True,True,True,"3500, 7000, corpus"
惨,cǎn,can,C,miserable; wretched; cruel; inhuman; disastrous; tragic; dim; gloomy,凄惨 (qī cǎn); 悲惨 (bēi cǎn); 惨事 (cǎn shì),General Reference,Top 1200,General 3500,1163.0,222830.0,117.3825739403016,91.04370976638911,1122.0,1885.0,True,True,True,"3500, 7000, corpus"
沈,shěn,shen,S,surname Shen,沈复 (shěn fù); 沈括 (shěn kuò); 沈约 (shěn yuē),General Reference,Top 1200,General 3500,1177.0,218519.0,115.1116217513834,91.20618472731066,1721.0,2904.0,True,True,True,"3500, 7000, corpus"
孔,kǒng,kong,K,surname Kong,七孔 (qī kǒng); 九孔 (jiǔ kǒng); 人孔 (rén kǒng),General Reference,Top 1200,General 3500,1179.0,218377.0,115.03681887250927,91.22919693746886,797.0,1329.0,True,True,True,"3500, 7000, corpus"
康,kāng,kang,K,surname Kang,健康 (jiàn kāng); 好康 (hǎo kāng); 安康 (ān kāng),General Reference,Top 1200,General 3500,1181.0,217905.0,114.78817831737835,91.25217169350954,994.0,1652.0,True,True,True,"3500, 7000, corpus"
率,lǜ,lv,L,(bound form) ratio; rate; proportion,倍率 (bèi lǜ); 几率 (jī lǜ); 利率 (lì lǜ),General Reference,Top 1200,General 3500,1184.0,217561.0,114.60696570940159,91.28657211519548,2007.0,3513.0,True,True,True,"3500, 7000, corpus"
互,hù,hu,H,mutual,互信 (hù xìn); 互利 (hù lì); 互动 (hù dòng),General Reference,Top 1200,General 3500,1187.0,215472.0,113.50652054061241,91.32072068296321,71.0,78.0,True,True,True,"3500, 7000, corpus"
稍,shāo,shao,S,somewhat; a little,稍候 (shāo hòu); 稍后 (shāo hòu); 稍嫌 (shāo xián),General Reference,Top 1200,General 3500,1189.0,214761.0,113.1319793654046,91.34336019567914,2264.0,4097.0,True,True,True,"3500, 7000, corpus"
宣,xuān,xuan,X,surname Xuan,官宣 (guān xuān); 宣介 (xuān jiè); 宣判 (xuān pàn),General Reference,Top 1200,General 3500,1190.0,214690.0,113.09457792596756,91.35466965347173,830.0,1376.0,True,True,True,"3500, 7000, corpus"
诚,chéng,cheng,C,(bound form) sincere; authentic; (literary) really; truly,坦诚 (tǎn chéng); 实诚 (shí chéng); 忠诚 (zhōng chéng),General Reference,Top 1200,General 3500,1192.0,214660.0,113.0787745008533,91.37728561908423,2907.0,5499.0,True,True,True,"3500, 7000, corpus"
诸,zhū,zhu,Z,surname Zhu,付诸 (fù zhū); 见诸 (jiàn zhū); 诉诸 (sù zhū),General Reference,Top 1200,General 3500,1196.0,214093.0,112.78008976619391,91.4224333180534,2923.0,5527.0,True,True,True,"3500, 7000, corpus"
策,cè,ce,C,surname Ce,决策 (jué cè); 善策 (shàn cè); 国策 (guó cè),General Reference,Top 1200,General 3500,1199.0,213136.0,112.27596050504923,91.45612205882836,2324.0,4203.0,True,True,True,"3500, 7000, corpus"
材,cái,cai,C,material; timber; ability; aptitude; a capable individual; coffin (old),不材 (bù cái); 主材 (zhǔ cái); 取材 (qǔ cái),General Reference,Top 2500,General 3500,1202.0,212793.0,112.0952746779096,91.48978588286973,1513.0,2484.0,True,True,True,"3500, 7000, corpus"
纯,chún,chun,C,pure; simple; unmixed; genuine,亚纯 (yà chún); 全纯 (quán chún); 单纯 (dān chún),General Reference,Top 2500,General 3500,1206.0,212265.0,111.81713439589875,91.53454650327974,2390.0,4351.0,True,True,True,"3500, 7000, corpus"
艾,ài,ai,A,surname Ai,少艾 (shǎo ài); 怨艾 (yuàn ài); 未艾 (wèi ài),General Reference,Top 2500,General 3500,1207.0,212019.0,111.68754630996187,91.54571525791074,2621.0,4804.0,True,True,True,"3500, 7000, corpus"
贝,bèi,bei,B,surname Bei,分贝 (fēn bèi); 吉贝 (jí bèi); 宝贝 (bǎo bèi),General Reference,Top 2500,General 3500,1208.0,211741.0,111.54110123723646,91.55686936803447,2961.0,5611.0,True,True,True,"3500, 7000, corpus"
谷,gǔ,gu,G,grain; corn,五谷 (wǔ gǔ); 低谷 (dī gǔ); 催谷 (cuī gǔ),General Reference,Top 2500,General 3500,1209.0,211522.0,111.42573623390241,91.56801194165786,2951.0,5587.0,True,True,True,"3500, 7000, corpus"
庭,tíng,ting,T,main hall; front courtyard; law court,中庭 (zhōng tíng); 休庭 (xiū tíng); 出庭 (chū tíng),General Reference,Top 2500,General 3500,1210.0,211391.0,111.35672794423684,91.57914761445228,991.0,1648.0,True,True,True,"3500, 7000, corpus"
吉,jí,ji,J,short name for Jilin 吉林[Ji2 lin2]; surname Ji,不吉 (bù jí); 令吉 (lìng jí); 吉事 (jí shì),General Reference,Top 2500,General 3500,1213.0,210857.0,111.07542697720312,91.61249863603257,470.0,661.0,True,True,True,"3500, 7000, corpus"
仔,zǎi,zai,Z,(dialect) (bound form) young man,产仔 (chǎn zǎi); 仔姜 (zǎi jiāng); 仔密 (zǐ mì),General Reference,Top 2500,General 3500,1215.0,209161.0,110.18200667741068,91.63456901473204,100.0,120.0,True,True,True,"3500, 7000, corpus"
仇,chóu,chou,C,surname Qiu,三仇 (sān chóu); 世仇 (shì chóu); 仇人 (chóu rén),General Reference,Top 2500,General 3500,1216.0,208949.0,110.07032913993663,91.64557604764603,93.0,112.0,True,True,True,"3500, 7000, corpus"
农,nóng,nong,N,surname Nong,上农 (shàng nóng); 中农 (zhōng nóng); 佃农 (diàn nóng),General Reference,Top 2500,General 3500,1219.0,208656.0,109.91598235465408,91.6785667511337,263.0,386.0,True,True,True,"3500, 7000, corpus"
席,xí,xi,X,surname Xi,主席 (zhǔ xí); 入席 (rù xí); 凉席 (liáng xí),General Reference,Top 2500,General 3500,1220.0,208395.0,109.77849255616007,91.68954460038931,957.0,1595.0,True,True,True,"3500, 7000, corpus"
帅,shuài,shuai,S,surname Shuai,主帅 (zhǔ shuài); 元帅 (yuán shuài); 大帅 (dà shuài),General Reference,Top 2500,General 3500,1222.0,207990.0,109.56514631711765,91.71146168586519,945.0,1576.0,True,True,True,"3500, 7000, corpus"
豪,háo,hao,H,grand; heroic,万豪 (wàn háo); 土豪 (tǔ háo); 富豪 (fù háo),General Reference,Top 2500,General 3500,1226.0,206593.0,108.82923348763059,91.7551138540377,2956.0,5598.0,True,True,True,"3500, 7000, corpus"
杜,dù,du,D,surname Du,杜仲 (dù zhòng); 杜口 (dù kǒu); 杜哈 (dù hā),General Reference,Top 2500,General 3500,1228.0,205040.0,108.01114284754942,91.77673162264192,1516.0,2488.0,True,True,True,"3500, 7000, corpus"
胆,dǎn,dan,D,"gall bladder; courage; guts; gall; inner container (e.g. bladder of a football, inner container of a thermos)",丧胆 (sàng dǎn); 内胆 (nèi dǎn); 壮胆 (zhuàng dǎn),General Reference,Top 2500,General 3500,1232.0,204655.0,107.80833222524984,91.8198724973339,2536.0,4637.0,True,True,True,"3500, 7000, corpus"
尘,chén,chen,C,dust; dirt; earth,凡尘 (fán chén); 前尘 (qián chén); 后尘 (hòu chén),General Reference,Top 2500,General 3500,1233.0,204457.0,107.70402961949578,91.83064290029586,872.0,1427.0,True,True,True,"3500, 7000, corpus"
迟,chí,chi,C,surname Chi,凌迟 (líng chí); 延迟 (yán chí); 推迟 (tuī chí),General Reference,Top 2500,General 3500,1237.0,203433.0,107.16460604226259,91.873587549126,3113.0,5887.0,True,True,True,"3500, 7000, corpus"
稳,wěn,wen,W,settled; steady; stable,不稳 (bù wěn); 企稳 (qǐ wěn); 单稳 (dān wěn),General Reference,Top 2500,General 3500,1238.0,203430.0,107.16302569975117,91.88430385169598,2268.0,4105.0,True,True,True,"3500, 7000, corpus"
翼,yì,yi,Y,"surname Yi; alternative name for 絳|绛[Jiang4], the capital of the Jin State during the Spring and Autumn Period (770–475 BC)",副翼 (fù yì); 右翼 (yòu yì); 尾翼 (wěi yì),General Reference,Top 2500,General 3500,1239.0,203347.0,107.1193028902684,91.895015781985,2483.0,4545.0,True,True,True,"3500, 7000, corpus"
闲,xián,xian,X,enclosure; unoccupied; leisure,休闲 (xiū xián); 偷闲 (tōu xián); 农闲 (nóng xián),General Reference,Top 2500,General 3500,1241.0,202953.0,106.91175124043454,91.91640845713748,3270.0,6344.0,True,True,True,"3500, 7000, corpus"
灰,huī,hui,H,ash; dust; lime; gray; discouraged; dejected,吃灰 (chī huī); 吹灰 (chuī huī); 扒灰 (pá huī),General Reference,Top 2500,General 3500,1242.0,202762.0,106.81113610054047,91.92708957074753,1894.0,3270.0,True,True,True,"3500, 7000, corpus"
盛,shèng,sheng,S,surname Sheng,丰盛 (fēng shèng); 全盛 (quán shèng); 兴盛 (xīng shèng),General Reference,Top 2500,General 3500,1244.0,202048.0,106.43501458282122,91.94839374671938,2132.0,3821.0,True,True,True,"3500, 7000, corpus"
晶,jīng,jing,J,crystal,冰晶 (bīng jīng); 单晶 (dān jīng); 多晶 (duō jīng),General Reference,Top 2500,General 3500,1246.0,201335.0,106.05941984593915,91.96962417337403,1468.0,2414.0,True,True,True,"3500, 7000, corpus"
伦,lún,lun,L,human relationship; order; coherence,不伦 (bù lún); 乱伦 (luàn lún); 五伦 (wǔ lún),General Reference,Top 2500,General 3500,1249.0,199623.0,105.15757105275243,92.00126436882954,131.0,165.0,True,True,True,"3500, 7000, corpus"
娇,jiāo,jiao,J,lovable; pampered; tender; delicate; frail,娇儿 (jiāo ér); 娇喘 (jiāo chuǎn); 娇嗔 (jiāo chēn),General Reference,Top 2500,General 3500,1250.0,199460.0,105.07170577629832,92.01177153940716,774.0,1258.0,True,True,True,"3500, 7000, corpus"
鼻,bí,bi,B,nose,刺鼻 (cì bí); 印鼻 (yìn bí); 口鼻 (kǒu bí),General Reference,Top 2500,General 3500,1253.0,197996.0,104.30049863072277,92.04315524527307,3495.0,6977.0,True,True,True,"3500, 7000, corpus"
敏,mǐn,min,M,(bound form) quick; nimble; agile; (bound form) quick-witted; smart,光敏 (guāng mǐn); 敏感 (mǐn gǎn); 敏捷 (mǐn jié),General Reference,Top 2500,General 3500,1258.0,196615.0,103.57301429462998,92.09504147203286,1389.0,2292.0,True,True,True,"3500, 7000, corpus"
