character,pinyin,definition_en,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
强,qiáng,surname Qiang,HSK2 Expansion,252.0,1361353.0,717.134672985466,64.3749886017796,1019.0,1697.0,True,True,True,"3500, 7000, corpus"
男,nán,"(bound form) male; baron, the lowest of the five ranks of nobility 五等爵位[wu3 deng3 jue2 wei4]",HSK2 Expansion,253.0,1354324.0,713.4319304811964,64.44633179482773,2058.0,3656.0,True,True,True,"3500, 7000, corpus"
任,rèn,surname Ren,HSK2 Expansion,254.0,1353727.0,713.1174423214228,64.51764353905988,114.0,142.0,True,True,True,"3500, 7000, corpus"
该,gāi,should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned,HSK2 Expansion,255.0,1351318.0,711.8484272847484,64.58882838178835,2912.0,5510.0,True,True,True,"3500, 7000, corpus"
路,lù,surname Lu,HSK2 Expansion,256.0,1338441.0,705.0650704448738,64.65933488883283,3035.0,5728.0,True,True,True,"3500, 7000, corpus"
车,chē,surname Che,HSK2 Expansion,257.0,1338066.0,704.8675276309456,64.72982164159592,3061.0,5803.0,True,True,True,"3500, 7000, corpus"
今,jīn,"now; the present time; current; contemporary; this (day, year etc)",HSK2 Expansion,258.0,1337566.0,704.6041372123747,64.80028205531715,94.0,114.0,True,True,True,"3500, 7000, corpus"
海,hǎi,surname Hai,HSK2 Expansion,259.0,1335124.0,703.3177384080744,64.87061382915796,1789.0,3037.0,True,True,True,"3500, 7000, corpus"
加,jiā,Canada (abbr. for 加拿大[Jia1 na2 da4]); surname Jia,HSK2 Expansion,260.0,1329722.0,700.4720683258345,64.94066103599054,346.0,499.0,True,True,True,"3500, 7000, corpus"
远,yuǎn,far; distant; remote; (intensifier in a comparison) by far; much (lower etc),HSK2 Expansion,261.0,1319096.0,694.8744951503661,65.01014848550558,3110.0,5884.0,True,True,True,"3500, 7000, corpus"
活,huó,to live; alive; living; work; workmanship,HSK2 Expansion,262.0,1317244.0,693.8988970399795,65.07953837520958,1770.0,3001.0,True,True,True,"3500, 7000, corpus"
特,tè,"special; unique; distinguished; especially; unusual; very; abbr. for 特克斯[te4 ke4 si1], tex",HSK2 Expansion,263.0,1314148.0,692.2679835681886,65.1487651735664,1972.0,3422.0,True,True,True,"3500, 7000, corpus"
解,jiě,surname Xie,HSK2 Expansion,264.0,1312068.0,691.1722794269336,65.2178824015091,2867.0,5427.0,True,True,True,"3500, 7000, corpus"
电,diàn,lightning; electricity; electric (bound form); to get (or give) an electric shock; phone call or telegram etc; to send via telephone or telegram etc,HSK2 Expansion,265.0,1308303.0,689.1889495750949,65.2868012964666,2057.0,3655.0,True,True,True,"3500, 7000, corpus"
世,shì,surname Shi,HSK2 Expansion,266.0,1305454.0,687.688150970078,65.35557011156361,15.0,16.0,True,True,True,"3500, 7000, corpus"
性,xìng,"nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence; CL:個|个[ge4]",HSK2 Expansion,267.0,1304637.0,687.2577710261331,65.42429588866622,1077.0,1801.0,True,True,True,"3500, 7000, corpus"
表,biǎo,exterior surface; family relationship via females; to show (one's opinion); a model; a table (listing information); a form; a meter (measuring sth),HSK2 Expansion,268.0,1303318.0,686.5629471019431,65.49295218337642,2824.0,5324.0,True,True,True,"3500, 7000, corpus"
许,xǔ,surname Xu,HSK2 Expansion,269.0,1299512.0,684.5580192357816,65.5614079853,2888.0,5467.0,True,True,True,"3500, 7000, corpus"
它,tā,it,HSK2 Expansion,270.0,1298568.0,684.0607381255197,65.62981405911255,811.0,1354.0,True,True,True,"3500, 7000, corpus"
立,lì,surname Li,HSK2 Expansion,271.0,1293824.0,681.5616898341191,65.69797022809595,2294.0,4149.0,True,True,True,"3500, 7000, corpus"
黑,hēi,short name for Heilongjiang 黑龍江|黑龙江[Hei1 long2 jiang1],HSK2 Expansion,272.0,1292192.0,680.7019835079037,65.76604042644675,3489.0,6943.0,True,True,True,"3500, 7000, corpus"
金,jīn,surname Jin; surname Kim (Korean); Jurchen Jin dynasty (1115–1234),HSK2 Expansion,273.0,1291889.0,680.5423689142498,65.83409466333818,3196.0,6100.0,True,True,True,"3500, 7000, corpus"
红,hóng,surname Hong,HSK2 Expansion,274.0,1282649.0,675.6749139790597,65.90166215473609,2383.0,4339.0,True,True,True,"3500, 7000, corpus"
花,huā,surname Hua,HSK2 Expansion,275.0,1277183.0,672.7955299232428,65.9689417077284,2634.0,4833.0,True,True,True,"3500, 7000, corpus"
转,zhuǎn,see 轉文|转文[zhuai3 wen2],HSK2 Expansion,276.0,1276312.0,672.3367038140923,66.03617537810982,3065.0,5809.0,True,True,True,"3500, 7000, corpus"
总,zǒng,(bound form) general; overall; to sum up; in every case; always; invariably; anyway; after all; eventually; sooner or later; surely; (after a person's name) abbr. for 總經理|总经理[zong3 jing1 li3] or 總編|总编[zong3 bian1] etc,HSK2 Expansion,277.0,1273655.0,670.9370471298067,66.10326908282279,1081.0,1808.0,True,True,True,"3500, 7000, corpus"
算,suàn,to calculate; to figure out; to include; to count in; to count; to be valid; to carry weight; to regard as; to consider (to be ...),HSK2 Expansion,278.0,1263186.0,665.4221785457695,66.16981130067737,2333.0,4227.0,True,True,True,"3500, 7000, corpus"
城,chéng,"city walls; city; town; CL:座[zuo4],道[dao4],個|个[ge4]",HSK2 Expansion,279.0,1258895.0,663.1617619735941,66.23612747687473,668.0,1071.0,True,True,True,"3500, 7000, corpus"
队,duì,squadron; team; group; CL:個|个[ge4],HSK2 Expansion,280.0,1255383.0,661.3117076735522,66.30225864764208,3284.0,6385.0,True,True,True,"3500, 7000, corpus"
孩,hái,(bound form) child,HSK2 Expansion,281.0,1251885.0,659.4690283052303,66.3682055504726,807.0,1344.0,True,True,True,"3500, 7000, corpus"
反,fǎn,contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 反切[fan3 qie4] phonetic system,HSK2 Expansion,282.0,1250683.0,658.8358377389858,66.43408913424649,436.0,622.0,True,True,True,"3500, 7000, corpus"
工,gōng,work; worker; skill; profession; trade; craft; labor,HSK2 Expansion,283.0,1242237.0,654.3866467884865,66.49952779892534,930.0,1558.0,True,True,True,"3500, 7000, corpus"
始,shǐ,to begin; to start; then; only then,HSK2 Expansion,284.0,1239671.0,653.0349271603807,66.56483129164138,760.0,1233.0,True,True,True,"3500, 7000, corpus"
满,mǎn,Manchu ethnic group,HSK2 Expansion,285.0,1238021.0,652.1657387790967,66.63004786551929,1860.0,3182.0,True,True,True,"3500, 7000, corpus"
新,xīn,abbr. for Xinjiang 新疆[Xin1 jiang1]; abbr. for Singapore 新加坡[Xin1 jia1 po1]; surname Xin,HSK2 Expansion,286.0,1232035.0,649.012428687966,66.69494910838809,1415.0,2329.0,True,True,True,"3500, 7000, corpus"
兵,bīng,soldiers; a force; an army; weapons; arms; military; warlike; CL:個|个[ge4],HSK2 Expansion,287.0,1226804.0,646.2568381288773,66.75957479220098,246.0,366.0,True,True,True,"3500, 7000, corpus"
物,wù,(bound form) thing; (literary) the outside world as distinct from oneself; people other than oneself,HSK2 Expansion,288.0,1225245.0,645.4355868037734,66.82411835088136,1969.0,3417.0,True,True,True,"3500, 7000, corpus"
离,lí,mythical beast (archaic),HSK2 Expansion,289.0,1222359.0,643.9152973077822,66.88850988061215,2237.0,4064.0,True,True,True,"3500, 7000, corpus"
非,fēi,"abbr. for 非洲[Fei1 zhou1], Africa",HSK2 Expansion,290.0,1219442.0,642.3786776058397,66.95274774837273,3351.0,6497.0,True,True,True,"3500, 7000, corpus"
虽,suī,although; even though,HSK2 Expansion,291.0,1211358.0,638.1201813183856,67.01655976650457,2758.0,5164.0,True,True,True,"3500, 7000, corpus"
云,yún,(classical) to say,HSK2 Expansion,292.0,1205872.0,635.2302616458257,67.08008279266916,70.0,77.0,True,True,True,"3500, 7000, corpus"
似,shì,used in 似的[shi4 de5],HSK2 Expansion,293.0,1203009.0,633.7220881090889,67.14345500148006,139.0,175.0,True,True,True,"3500, 7000, corpus"
万,wàn,used in 万俟[Mo4 qi2],HSK2 Expansion,294.0,1201402.0,632.875551303802,67.20674255661045,4.0,4.0,True,True,True,"3500, 7000, corpus"
至,zhì,to arrive; most; to; until,HSK2 Expansion,295.0,1199059.0,631.641303802379,67.2699066869907,2594.0,4753.0,True,True,True,"3500, 7000, corpus"
干,gàn,surname Gan,HSK2 Expansion,296.0,1197831.0,630.9944169343688,67.33300612868413,966.0,1614.0,True,True,True,"3500, 7000, corpus"
通,tōng,"to go through; to know well; (suffix) expert; to connect; to communicate; open; to clear; classifier for letters, telegrams, phone calls etc",HSK2 Expansion,297.0,1186869.0,625.2198453976206,67.39552811322389,3131.0,5921.0,True,True,True,"3500, 7000, corpus"
认,rèn,to recognize; to know; to admit,HSK2 Expansion,298.0,1184729.0,624.0925344061372,67.45793736666451,2877.0,5449.0,True,True,True,"3500, 7000, corpus"
失,shī,to lose; to miss; to fail,HSK2 Expansion,299.0,1182384.0,622.8572333430398,67.52022308999881,719.0,1170.0,True,True,True,"3500, 7000, corpus"
火,huǒ,surname Huo,HSK2 Expansion,300.0,1180390.0,621.8068323537791,67.58240377323419,1891.0,3267.0,True,True,True,"3500, 7000, corpus"
哥,gē,elder brother,HSK3 Expansion,301.0,1176477.0,619.7455389380434,67.644378327128,544.0,785.0,True,True,True,"3500, 7000, corpus"
士,shì,surname Shi,HSK3 Expansion,302.0,1175727.0,619.3504533101869,67.70631337245901,697.0,1142.0,True,True,True,"3500, 7000, corpus"
五,wǔ,five; 5,HSK3 Expansion,303.0,1170398.0,616.5432382290585,67.76796769628191,72.0,80.0,True,True,True,"3500, 7000, corpus"
惊,jīng,to startle; to be frightened; to be scared; alarm,HSK3 Expansion,304.0,1161953.0,612.0945740593962,67.82917715368785,1114.0,1873.0,True,True,True,"3500, 7000, corpus"
魔,mó,(bound form) evil spirit; devil; (prefix) supernatural; magical,HSK3 Expansion,305.0,1160330.0,611.2396087607151,67.89030111456393,3451.0,6758.0,True,True,True,"3500, 7000, corpus"
竟,jìng,unexpectedly; actually; to go so far as to; indeed,HSK3 Expansion,306.0,1160070.0,611.1026457430582,67.95141137913824,2298.0,4154.0,True,True,True,"3500, 7000, corpus"
姐,jiě,older sister,HSK3 Expansion,307.0,1158924.0,610.4989549036937,68.0124612746286,761.0,1234.0,True,True,True,"3500, 7000, corpus"
乎,hū,"(classical particle similar to 於|于[yu2]) in; at; from; because; than; (classical final particle similar to 嗎|吗[ma5], 吧[ba5], 呢[ne5], expressing question, doubt or astonishment)",HSK3 Expansion,308.0,1157322.0,609.6550520025926,68.07342677982886,44.0,48.0,True,True,True,"3500, 7000, corpus"
剑,jiàn,"double-edged sword; CL:口[kou3],把[ba3]; classifier for blows of a sword",HSK3 Expansion,309.0,1151704.0,606.6955972595301,68.13409633955482,331.0,474.0,True,True,True,"3500, 7000, corpus"
往,wǎng,to go (in a direction); to; towards; (of a train) bound for; past; previous,HSK3 Expansion,310.0,1143435.0,602.3396465172048,68.19433030420653,1034.0,1722.0,True,True,True,"3500, 7000, corpus"
量,liàng,to measure,HSK3 Expansion,311.0,1142437.0,601.8139192417373,68.2545116961307,3195.0,6099.0,True,True,True,"3500, 7000, corpus"
早,zǎo,early; morning; Good morning!; long ago; prematurely,HSK3 Expansion,312.0,1138903.0,599.9522757632783,68.31450692370703,1429.0,2351.0,True,True,True,"3500, 7000, corpus"
结,jié,(of a plant) to produce (fruit or seeds); Taiwan pr. [jie2],HSK3 Expansion,313.0,1132776.0,596.7246895741107,68.37417939266444,2413.0,4385.0,True,True,True,"3500, 7000, corpus"
怕,pà,surname Pa,HSK3 Expansion,314.0,1114820.0,587.265812862393,68.43290597395068,1071.0,1791.0,True,True,True,"3500, 7000, corpus"
流,liú,"to flow; to disseminate; to circulate or spread; to move or drift; to degenerate; to banish or send into exile; stream of water or sth resembling one; class, rate or grade",HSK3 Expansion,315.0,1114438.0,587.0645825826048,68.49161243220894,1774.0,3005.0,True,True,True,"3500, 7000, corpus"
突,tū,to dash; to move forward quickly; to bulge; to protrude; to break through; to rush out; sudden; Taiwan pr. [tu2],HSK3 Expansion,316.0,1106693.0,582.9846649989418,68.54991089870883,2280.0,4124.0,True,True,True,"3500, 7000, corpus"
坐,zuò,surname Zuo,HSK3 Expansion,317.0,1106273.0,582.7634170473423,68.60818724041357,640.0,1017.0,True,True,True,"3500, 7000, corpus"
斯,sī,Slovakia; Slovak; abbr. for 斯洛伐克[Si1 luo4 fa2 ke4],HSK3 Expansion,318.0,1105720.0,582.4721072444028,68.66643445113802,1414.0,2328.0,True,True,True,"3500, 7000, corpus"
音,yīn,sound; noise; note (of musical scale); tone; news; syllable; reading (phonetic value of a character),HSK3 Expansion,319.0,1100301.0,579.6174818879315,68.7243961993268,3365.0,6538.0,True,True,True,"3500, 7000, corpus"
紧,jǐn,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten,HSK3 Expansion,320.0,1099517.0,579.2044857116124,68.78231664789797,2377.0,4324.0,True,True,True,"3500, 7000, corpus"
指,zhǐ,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,HSK3 Expansion,321.0,1099010.0,578.9374078271815,68.84021038868069,1262.0,2093.0,True,True,True,"3500, 7000, corpus"
拉,lā,to pull; to play (a bowed instrument); to drag; to draw; to chat; (coll.) to empty one's bowels,HSK3 Expansion,322.0,1096796.0,577.7711150537497,68.89798750018606,1229.0,2053.0,True,True,True,"3500, 7000, corpus"
杀,shā,to kill; to slay; to murder; to attack; to weaken; to reduce; (dialect) to smart; (used after a verb) extremely,HSK3 Expansion,323.0,1095880.0,577.2885838069277,68.95571635856676,1505.0,2475.0,True,True,True,"3500, 7000, corpus"
半,bàn,half; semi-; incomplete; (after a number) and a half,HSK3 Expansion,324.0,1095098.0,576.8766411922829,69.01340402268599,388.0,560.0,True,True,True,"3500, 7000, corpus"
记,jì,"to record; to note; to memorize; to remember; mark; sign; classifier for blows, kicks, shots",HSK3 Expansion,325.0,1094800.0,576.7196605028146,69.07107598873627,2884.0,5460.0,True,True,True,"3500, 7000, corpus"
且,qiě,and; moreover; yet; for the time being; to be about to; both (... and...),HSK3 Expansion,326.0,1092816.0,575.6745273219253,69.12864344146845,14.0,14.0,True,True,True,"3500, 7000, corpus"
利,lì,surname Li,HSK3 Expansion,327.0,1091519.0,574.9912925761525,69.18614257072608,316.0,451.0,True,True,True,"3500, 7000, corpus"
合,hé,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗",HSK3 Expansion,328.0,1085786.0,571.9712580368187,69.24333969652976,469.0,660.0,True,True,True,"3500, 7000, corpus"
倒,dào,to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit,HSK3 Expansion,329.0,1085421.0,571.778983031262,69.30051759483288,188.0,270.0,True,True,True,"3500, 7000, corpus"
书,shū,abbr. for 書經|书经[Shu1 jing1],HSK3 Expansion,330.0,1083351.0,570.6885466983784,69.35758644950272,58.0,63.0,True,True,True,"3500, 7000, corpus"
度,dù,"to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences",HSK3 Expansion,331.0,1082785.0,570.3903887445563,69.41462548837717,989.0,1646.0,True,True,True,"3500, 7000, corpus"
微,wēi,surname Wei; ancient Chinese state near present-day Chongqing; Taiwan pr. [Wei2],HSK3 Expansion,332.0,1082510.0,570.2455240143423,69.4716500407786,1048.0,1743.0,True,True,True,"3500, 7000, corpus"
步,bù,surname Bu,HSK3 Expansion,333.0,1077549.0,567.6321642812819,69.52841325720672,1665.0,2783.0,True,True,True,"3500, 7000, corpus"
教,jiào,surname Jiao,HSK3 Expansion,334.0,1071585.0,564.4904433685684,69.58486230154358,1391.0,2296.0,True,True,True,"3500, 7000, corpus"
喜,xǐ,to be fond of; to like; to enjoy; to be happy; to feel pleased; happiness; delight; glad,HSK3 Expansion,335.0,1069981.0,563.645486905793,69.64122685023416,583.0,867.0,True,True,True,"3500, 7000, corpus"
越,yuè,generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南,HSK3 Expansion,336.0,1069176.0,563.2214283318938,69.69754899306736,3019.0,5692.0,True,True,True,"3500, 7000, corpus"
影,yǐng,picture; image; film; movie; photograph; reflection; shadow; trace,HSK3 Expansion,337.0,1067165.0,562.1620720684017,69.7537652002742,1030.0,1716.0,True,True,True,"3500, 7000, corpus"
谁,shuí,who; also pr. [shui2],HSK3 Expansion,338.0,1064240.0,560.6212381197621,69.80982732408617,2928.0,5536.0,True,True,True,"3500, 7000, corpus"
冷,lěng,surname Leng,HSK3 Expansion,339.0,1063226.0,560.0870823509002,69.86583603232125,273.0,399.0,True,True,True,"3500, 7000, corpus"
深,shēn,(lit. and fig.) deep,HSK3 Expansion,340.0,1060800.0,558.8091120399943,69.92171694352525,1820.0,3093.0,True,True,True,"3500, 7000, corpus"
告,gào,(bound form) to say; to tell; to announce; to report; to denounce; to file a lawsuit; to sue,HSK3 Expansion,341.0,1054831.0,555.6647572230951,69.97728341924757,505.0,701.0,True,True,True,"3500, 7000, corpus"
落,luò,to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind,HSK3 Expansion,342.0,1054311.0,555.3908311877814,70.03282250236634,2705.0,5020.0,True,True,True,"3500, 7000, corpus"
象,xiàng,elephant; CL:隻|只[zhi1]; shape; form; appearance; to imitate,HSK3 Expansion,343.0,1041105.0,548.4341634524872,70.0876659187116,2955.0,5595.0,True,True,True,"3500, 7000, corpus"
容,róng,surname Rong,HSK3 Expansion,344.0,1038318.0,546.9660252593729,70.14236252123753,840.0,1389.0,True,True,True,"3500, 7000, corpus"
怪,guài,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather,HSK3 Expansion,345.0,1036985.0,546.263826403463,70.19698890387788,1079.0,1804.0,True,True,True,"3500, 7000, corpus"
传,chuán,to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity),HSK3 Expansion,346.0,1034638.0,545.0274717786912,70.25149165105574,129.0,161.0,True,True,True,"3500, 7000, corpus"
钱,qián,surname Qian,HSK3 Expansion,347.0,1034329.0,544.8646965000144,70.30597812070575,3212.0,6154.0,True,True,True,"3500, 7000, corpus"
提,tí,used in 提防[di1 fang5] and 提溜[di1 liu5],HSK3 Expansion,348.0,1026285.0,540.6272714460459,70.36004084785036,1325.0,2183.0,True,True,True,"3500, 7000, corpus"
言,yán,words; speech; to say; to talk,HSK3 Expansion,349.0,1026005.0,540.4797728116463,70.41408882513151,2869.0,5434.0,True,True,True,"3500, 7000, corpus"
随,suí,surname Sui,HSK3 Expansion,350.0,1016322.0,535.3789539656025,70.46762672052807,3313.0,6434.0,True,True,True,"3500, 7000, corpus"
每,měi,each; every,HSK3 Expansion,351.0,1015025.0,534.6957192198296,70.52109629245005,1684.0,2818.0,True,True,True,"3500, 7000, corpus"
双,shuāng,surname Shuang,HSK3 Expansion,352.0,1011629.0,532.9067714968961,70.57438696959974,435.0,621.0,True,True,True,"3500, 7000, corpus"
服,fú,"clothes; dress; garment; to serve (in the military, a prison sentence etc); to obey; to be convinced (by an argument); to convince; to admire; to acclimatize; to take (medicine); mourning clothes; to wear mourning clothes",HSK3 Expansion,353.0,1011511.0,532.8446113581134,70.62767143073556,1489.0,2454.0,True,True,True,"3500, 7000, corpus"
击,jī,to hit; to strike; to break; Taiwan pr. [ji2],HSK3 Expansion,354.0,1010628.0,532.3794638789171,70.68090937712346,296.0,426.0,True,True,True,"3500, 7000, corpus"
武,wǔ,surname Wu,HSK3 Expansion,355.0,1003136.0,528.4328218470511,70.73375265930817,1666.0,2784.0,True,True,True,"3500, 7000, corpus"
哪,nǎ,how; which,HSK3 Expansion,356.0,998544.0,526.013844242896,70.78635404373246,547.0,790.0,True,True,True,"3500, 7000, corpus"
数,shù,to count; to count as; to regard as; to enumerate; to list,HSK3 Expansion,357.0,994719.0,523.9989075408288,70.83875393448655,1398.0,2305.0,True,True,True,"3500, 7000, corpus"
站,zhàn,station; to stand; to halt; to stop; branch of a company or organization; website,HSK3 Expansion,358.0,994038.0,523.6401697907352,70.89111795146562,2296.0,4152.0,True,True,True,"3500, 7000, corpus"
奇,qí,odd (number),HSK3 Expansion,359.0,982596.0,517.612743452159,70.94287922581083,726.0,1180.0,True,True,True,"3500, 7000, corpus"
房,fáng,surname Fang,HSK3 Expansion,360.0,980289.0,516.3974600608728,70.99451897181692,1172.0,1979.0,True,True,True,"3500, 7000, corpus"
管,guǎn,surname Guan,HSK3 Expansion,361.0,979206.0,515.8269564142485,71.04610166745834,2334.0,4229.0,True,True,True,"3500, 7000, corpus"
灵,líng,quick; alert; efficacious; effective; to come true; spirit; departed soul; coffin,HSK3 Expansion,362.0,978814.0,515.6204583260889,71.09766371329096,1895.0,3271.0,True,True,True,"3500, 7000, corpus"
刻,kè,quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals,HSK3 Expansion,363.0,977816.0,515.0947310506214,71.14917318639601,325.0,462.0,True,True,True,"3500, 7000, corpus"
题,tí,surname Ti,HSK3 Expansion,364.0,976178.0,514.2318640393831,71.20059637279995,3388.0,6573.0,True,True,True,"3500, 7000, corpus"
衣,yī,clothes; CL:件[jian4]; Kangxi radical 145,HSK3 Expansion,365.0,974727.0,513.4675050446903,71.25194312330441,2822.0,5322.0,True,True,True,"3500, 7000, corpus"
周,zhōu,surname Zhou; Zhou Dynasty (1046–256 BC),HSK3 Expansion,366.0,972776.0,512.4397556314267,71.30318709886755,512.0,716.0,True,True,True,"3500, 7000, corpus"
静,jìng,still; calm; quiet; not moving,HSK3 Expansion,367.0,968467.0,510.16985700418286,71.35420408456797,3350.0,6495.0,True,True,True,"3500, 7000, corpus"
伤,shāng,to injure; injury; wound,HSK3 Expansion,368.0,968363.0,510.1150717971201,71.40521559174768,130.0,163.0,True,True,True,"3500, 7000, corpus"
百,bǎi,surname Bai,HSK3 Expansion,369.0,962451.0,507.00074348793794,71.45591566609647,2112.0,3788.0,True,True,True,"3500, 7000, corpus"
拿,ná,to hold; to seize; to catch; to apprehend; to take; (used in the same way as 把[ba3]: to mark the following noun as a direct object),HSK3 Expansion,370.0,958908.0,505.1343589819446,71.50642910199467,1259.0,2090.0,True,True,True,"3500, 7000, corpus"
妈,mā,ma; mom; mother,HSK3 Expansion,371.0,956493.0,503.86218326024726,71.5568153203207,749.0,1209.0,True,True,True,"3500, 7000, corpus"
办,bàn,"to take care of (a matter); to deal with (a task, procedure etc); to organize (an event); to establish; to set up; to manage; to run (an enterprise); (law) to handle; to investigate; to prosecute (a case or suspect); (bound form) office (as in 招辦|招办[zhao1 ban4], admissions office) (abbr. for 辦公室|办公室[ban4 gong1 shi4])",HSK3 Expansion,372.0,956075.0,503.641988870322,71.60717951920773,344.0,497.0,True,True,True,"3500, 7000, corpus"
星,xīng,star; heavenly body; satellite; small amount,HSK3 Expansion,373.0,955656.0,503.42126769955956,71.6575216459777,1444.0,2377.0,True,True,True,"3500, 7000, corpus"
化,huà,to make into; to change into; -ization; to ... -ize; to transform; abbr. for 化學|化学[hua4 xue2],HSK3 Expansion,374.0,951401.0,501.17981523752127,71.70763962750145,373.0,538.0,True,True,True,"3500, 7000, corpus"
功,gōng,meritorious deed or service; achievement; result; service; accomplishment; work (physics),HSK3 Expansion,375.0,945623.0,498.13607556051613,71.7574532350575,345.0,498.0,True,True,True,"3500, 7000, corpus"
绝,jué,to cut short; extinct; to disappear; to vanish; absolutely; by no means,HSK3 Expansion,376.0,943340.0,496.93343490932153,71.80714657854843,2418.0,4394.0,True,True,True,"3500, 7000, corpus"
系,xì,to connect; to relate to; to tie up; to bind; to be (literary),HSK3 Expansion,377.0,942245.0,496.35660989265125,71.8567822395377,2373.0,4320.0,True,True,True,"3500, 7000, corpus"
般,bān,sort; kind; class; way; manner,HSK3 Expansion,378.0,940949.0,495.6739019277155,71.90634962973047,2607.0,4777.0,True,True,True,"3500, 7000, corpus"
必,bì,certainly; must; will; necessarily,HSK3 Expansion,379.0,940785.0,495.58750987042424,71.95590838071752,1052.0,1749.0,True,True,True,"3500, 7000, corpus"
业,yè,surname Ye,HSK3 Expansion,380.0,938051.0,494.1472910616787,72.00532310982368,18.0,19.0,True,True,True,"3500, 7000, corpus"
尔,ěr,thus; so; like that; you; thou,HSK3 Expansion,381.0,936690.0,493.43034234232863,72.0546661440579,870.0,1424.0,True,True,True,"3500, 7000, corpus"
件,jiàn,"item; component; classifier for events, things, clothes etc",HSK3 Expansion,382.0,935235.0,492.66387622428743,72.10393253168033,112.0,140.0,True,True,True,"3500, 7000, corpus"
血,xuè,see 血[xue4],HSK3 Expansion,383.0,933230.0,491.60768064581816,72.15309329974491,2814.0,5312.0,True,True,True,"3500, 7000, corpus"
代,dài,to be a substitute for; to act on behalf of; to replace; to substitute; generation; dynasty; age; period; (historical) era; (geological) eon,HSK3 Expansion,384.0,932729.0,491.34376344641015,72.20222767608955,105.0,129.0,True,True,True,"3500, 7000, corpus"
精,jīng,essence; extract; vitality; energy; semen; sperm; mythical goblin spirit; highly perfected; elite; the pick of sth; proficient (refined ability); extremely (fine); selected rice (archaic),HSK3 Expansion,385.0,932565.0,491.2573713891188,72.25135341322846,2364.0,4302.0,True,True,True,"3500, 7000, corpus"
弟,dì,younger brother; junior male; I (modest word in letter),HSK3 Expansion,386.0,931804.0,490.856491172054,72.30043906234566,1011.0,1687.0,True,True,True,"3500, 7000, corpus"
终,zhōng,end; finish,HSK3 Expansion,387.0,928837.0,489.2935324282543,72.34936841558849,2406.0,4375.0,True,True,True,"3500, 7000, corpus"
近,jìn,near; close to; approximately,HSK3 Expansion,388.0,925463.0,487.51617388373796,72.39812003297686,3105.0,5877.0,True,True,True,"3500, 7000, corpus"
条,tiáo,"strip; item; article; clause (of law or treaty); classifier for long thin things (ribbon, river, road, trousers etc)",HSK3 Expansion,389.0,925439.0,487.50353114364657,72.44687038609123,1519.0,2492.0,True,True,True,"3500, 7000, corpus"
青,qīng,short name for Qinghai 青海[Qing1 hai3],HSK3 Expansion,390.0,914968.0,481.98760899793507,72.49506914699103,3348.0,6492.0,True,True,True,"3500, 7000, corpus"
界,jiè,(bound form) boundary; border; (bound form) realm,HSK3 Expansion,391.0,913395.0,481.158982741111,72.54318504526513,2062.0,3665.0,True,True,True,"3500, 7000, corpus"
司,sī,surname Si,HSK3 Expansion,392.0,911784.0,480.31033881247566,72.59121607914638,461.0,651.0,True,True,True,"3500, 7000, corpus"
整,zhěng,(bound form) whole; complete; entire; (before a measure word) whole; (before or after number + measure word) exactly; (bound form) in good order; tidy; neat; (bound form) to put in order; to straighten; (bound form) to repair; to mend; to renovate; (coll.) to fix sb; to give sb a hard time; to mess with sb; (dialect) to tinker with; to do sth to,HSK3 Expansion,393.0,911668.0,480.2492322353672,72.63924100236991,1400.0,2307.0,True,True,True,"3500, 7000, corpus"
欢,huān,joyous; happy; pleased,HSK3 Expansion,394.0,908850.0,478.76476383630165,72.68711747875355,1653.0,2766.0,True,True,True,"3500, 7000, corpus"
字,zì,letter; symbol; character; word; CL:個|个[ge4]; courtesy or style name traditionally given to males aged 20 in dynastic China,HSK3 Expansion,395.0,906615.0,477.58740866528984,72.73487621962008,799.0,1331.0,True,True,True,"3500, 7000, corpus"
晚,wǎn,evening; night; late,HSK3 Expansion,396.0,904532.0,476.4901241815235,72.78252523203822,1460.0,2402.0,True,True,True,"3500, 7000, corpus"
