character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
猰,yà,ya,Y,,,General Reference,Top 3500+,Corpus/General Extension,7059.0,108.0,0.056892330411311635,99.99351190381951,,,False,False,True,corpus
胗,zhēn,zhen,Z,gizzard,,General Reference,Top 3500+,Corpus/General Extension,7060.0,108.0,0.056892330411311635,99.99351759305254,,4642.0,False,True,True,"7000, corpus"
笪,dá,da,D,surname Da,,General Reference,Top 3500+,Corpus/General Extension,7061.0,107.0,0.05636554957416986,99.9935232296075,,4183.0,False,True,True,"7000, corpus"
鲼,fèn,fen,F,any ray (fish) variety of Myliobatiformes order,蝠鲼 (fú fèn); 鹞鲼 (yào fèn),General Reference,Top 3500+,Corpus/General Extension,7062.0,107.0,0.05636554957416986,99.99352886616246,,6814.0,False,True,True,"7000, corpus"
翃,hóng,hong,H,to swarm (of insects),,Actions,Top 3500+,Corpus/General Extension,7063.0,107.0,0.05636554957416986,99.99353450271742,,,False,False,True,corpus
劵,juàn,juan,J,,,General Reference,Top 3500+,Corpus/General Extension,7064.0,107.0,0.05636554957416986,99.99354013927238,,,False,False,True,corpus
衖,xiàng,xiang,X,,,General Reference,Top 3500+,Corpus/General Extension,7065.0,107.0,0.05636554957416986,99.99354577582734,,,False,False,True,corpus
沬,mèi,mei,M,dawn; place name,,Places & Movement,Top 3500+,Corpus/General Extension,7066.0,107.0,0.05636554957416986,99.9935514123823,,,False,False,True,corpus
伾,pī,pi,P,multitudinous; powerful,王伾 (wáng pī),General Reference,Top 3500+,Corpus/General Extension,7067.0,107.0,0.05636554957416986,99.99355704893726,,177.0,False,True,True,"7000, corpus"
賽,sài,sai,S,,,General Reference,Top 3500+,Corpus/General Extension,7068.0,107.0,0.05636554957416986,99.99356268549222,,,False,False,True,corpus
枵,xiāo,xiao,X,(archaic) hollow of a tree; (literary) empty; hollow,,General Reference,Top 3500+,Corpus/General Extension,7069.0,107.0,0.05636554957416986,99.99356832204718,,2532.0,False,True,True,"7000, corpus"
紮,zā,za,Z,,,General Reference,Top 3500+,Corpus/General Extension,7070.0,107.0,0.05636554957416986,99.99357395860214,,,False,False,True,corpus
專,zhuān,zhuan,Z,,,General Reference,Top 3500+,Corpus/General Extension,7071.0,107.0,0.05636554957416986,99.9935795951571,,,False,False,True,corpus
髌,bìn,bin,B,kneecapping; to cut or smash the kneecaps as corporal punishment,髌骨 (bìn gǔ),Actions,Top 3500+,Corpus/General Extension,7072.0,106.0,0.05583876873702809,99.99358517903397,,6724.0,False,True,True,"7000, corpus"
翙,huì,hui,H,noise of bird's wings,,General Reference,Top 3500+,Corpus/General Extension,7073.0,106.0,0.05583876873702809,99.99359076291084,,4531.0,False,True,True,"7000, corpus"
镙,luó,luo,L,,,General Reference,Top 3500+,Corpus/General Extension,7074.0,106.0,0.05583876873702809,99.99359634678771,,,False,False,True,corpus
甯,níng,ning,N,,,General Reference,Top 3500+,Corpus/General Extension,7075.0,106.0,0.05583876873702809,99.99360193066458,,,False,False,True,corpus
羟,qiǎng,qiang,Q,hydroxyl (radical),羟基 (qiǎng jī); 羟氯喹 (qiǎng lǜ kuí); 羟基丁酸 (qiǎng jī dīng suān),General Reference,Top 3500+,Corpus/General Extension,7076.0,106.0,0.05583876873702809,99.99360751454145,,4511.0,False,True,True,"7000, corpus"
鲭,qīng,qing,Q,mackerel,鲭鱼 (qīng yú),General Reference,Top 3500+,Corpus/General Extension,7077.0,106.0,0.05583876873702809,99.99361309841832,,6800.0,False,True,True,"7000, corpus"
腧,shù,shu,S,(bound form) acupuncture point,腧穴 (shù xué),General Reference,Top 3500+,Corpus/General Extension,7078.0,106.0,0.05583876873702809,99.99361868229519,,4708.0,False,True,True,"7000, corpus"
龆,tiáo,tiao,T,shed the milk teeth; young,,General Reference,Top 3500+,Corpus/General Extension,7079.0,106.0,0.05583876873702809,99.99362426617206,,6989.0,False,True,True,"7000, corpus"
沩,wéi,wei,W,name of a river in Shanxi,,General Reference,Top 3500+,Corpus/General Extension,7080.0,106.0,0.05583876873702809,99.99362985004893,,2923.0,False,True,True,"7000, corpus"
绁,xiè,xie,X,to tie; to bind; to hold on a leash; rope; cord,,Actions,Top 3500+,Corpus/General Extension,7081.0,106.0,0.05583876873702809,99.9936354339258,,4368.0,False,True,True,"7000, corpus"
崾,yǎo,yao,Y,(used in place names),,Places & Movement,Top 3500+,Corpus/General Extension,7082.0,106.0,0.05583876873702809,99.99364101780267,,,False,False,True,corpus
蛏,chēng,cheng,C,mussel; razor clam; Solecurtus constricta,,General Reference,Top 3500+,Corpus/General Extension,7083.0,105.0,0.05531198789988631,99.99364654900147,,5199.0,False,True,True,"7000, corpus"
紡,fǎng,fang,F,,,General Reference,Top 3500+,Corpus/General Extension,7084.0,105.0,0.05531198789988631,99.99365208020026,,,False,False,True,corpus
邏,luó,luo,L,,,General Reference,Top 3500+,Corpus/General Extension,7085.0,105.0,0.05531198789988631,99.99365761139906,,,False,False,True,corpus
悫,què,que,Q,honest,,Numbers & Measures,Top 3500+,Corpus/General Extension,7086.0,105.0,0.05531198789988631,99.99366314259785,,1860.0,False,True,True,"7000, corpus"
溻,tā,ta,T,(of clothes) to be soaked with sweat,,Actions,Top 3500+,Corpus/General Extension,7087.0,105.0,0.05531198789988631,99.99366867379665,,3163.0,False,True,True,"7000, corpus"
湧,yǒng,yong,Y,,,General Reference,Top 3500+,Corpus/General Extension,7088.0,105.0,0.05531198789988631,99.99367420499544,,,False,False,True,corpus
罾,zēng,zeng,Z,large square net,扳罾 (bān zēng),General Reference,Top 3500+,Corpus/General Extension,7089.0,105.0,0.05531198789988631,99.99367973619424,,4501.0,False,True,True,"7000, corpus"
晢,zhé,zhe,Z,bright,,General Reference,Top 3500+,Corpus/General Extension,7090.0,105.0,0.05531198789988631,99.99368526739303,,2406.0,False,True,True,"7000, corpus"
舳,zhú,zhu,Z,poopdeck; stern of boat,,General Reference,Top 3500+,Corpus/General Extension,7091.0,105.0,0.05531198789988631,99.99369079859183,,4780.0,False,True,True,"7000, corpus"
忉,dāo,dao,D,grieved,,General Reference,Top 3500+,Corpus/General Extension,7092.0,104.0,0.05478520706274454,99.99369627711253,,1751.0,False,True,True,"7000, corpus"
岡,gāng,gang,G,,,General Reference,Top 3500+,Corpus/General Extension,7093.0,104.0,0.05478520706274454,99.99370175563324,,,False,False,True,corpus
紘,hóng,hong,H,,,General Reference,Top 3500+,Corpus/General Extension,7094.0,104.0,0.05478520706274454,99.99370723415394,,,False,False,True,corpus
勁,jìn,jin,J,,,General Reference,Top 3500+,Corpus/General Extension,7095.0,104.0,0.05478520706274454,99.99371271267465,,,False,False,True,corpus
稜,léng,leng,L,,,General Reference,Top 3500+,Corpus/General Extension,7096.0,104.0,0.05478520706274454,99.99371819119536,,,False,False,True,corpus
樑,liáng,liang,L,,,General Reference,Top 3500+,Corpus/General Extension,7097.0,104.0,0.05478520706274454,99.99372366971606,,,False,False,True,corpus
笭,líng,ling,L,bamboo screen,,General Reference,Top 3500+,Corpus/General Extension,7098.0,104.0,0.05478520706274454,99.99372914823677,,,False,False,True,corpus
蜱,pí,pi,P,tick (zoology),蜱虫 (pí chóng); 蜱咬病 (pí yǎo bìng),General Reference,Top 3500+,Corpus/General Extension,7099.0,104.0,0.05478520706274454,99.99373462675747,,5243.0,False,True,True,"7000, corpus"
氆,pǔ,pu,P,used in 氆氌|氆氇[pu3 lu5],氆氇 (pǔ lu),General Reference,Top 3500+,Corpus/General Extension,7100.0,104.0,0.05478520706274454,99.99374010527818,,2837.0,False,True,True,"7000, corpus"
氵,shui,shui,S,"""water"" radical in Chinese characters (Kangxi radical 85), occurring in 沒|没[mei2], 法[fa3], 流[liu2] etc; see also 三點水|三点水[san1 dian3 shui3]",,Question & Function,Top 3500+,Corpus/General Extension,7101.0,104.0,0.05478520706274454,99.99374558379888,,,False,False,True,corpus
餵,wèi,wei,W,,,General Reference,Top 3500+,Corpus/General Extension,7102.0,104.0,0.05478520706274454,99.99375106231959,,,False,False,True,corpus
曉,xiǎo,xiao,X,,,General Reference,Top 3500+,Corpus/General Extension,7103.0,104.0,0.05478520706274454,99.9937565408403,,,False,False,True,corpus
遙,yáo,yao,Y,,,General Reference,Top 3500+,Corpus/General Extension,7104.0,104.0,0.05478520706274454,99.993762019361,,,False,False,True,corpus
優,yōu,you,Y,,,General Reference,Top 3500+,Corpus/General Extension,7105.0,104.0,0.05478520706274454,99.9937674978817,,,False,False,True,corpus
莊,zhuāng,zhuang,Z,,,General Reference,Top 3500+,Corpus/General Extension,7106.0,104.0,0.05478520706274454,99.99377297640241,,,False,False,True,corpus
锸,chā,cha,C,spade; shovel,,General Reference,Top 3500+,Corpus/General Extension,7107.0,103.0,0.054258426225602764,99.99377840224503,,6278.0,False,True,True,"7000, corpus"
竐,chù,chu,C,,,General Reference,Top 3500+,Corpus/General Extension,7108.0,103.0,0.054258426225602764,99.99378382808764,,,False,False,True,corpus
钒,fán,fan,F,vanadium (chemistry),,General Reference,Top 3500+,Corpus/General Extension,7109.0,103.0,0.054258426225602764,99.99378925393026,,6125.0,False,True,True,"7000, corpus"
褔,fù,fu,F,full up; classifier for items of clothing (old),,Numbers & Measures,Top 3500+,Corpus/General Extension,7110.0,103.0,0.054258426225602764,99.99379467977288,,,False,False,True,corpus
蹟,jī,ji,J,,,General Reference,Top 3500+,Corpus/General Extension,7111.0,103.0,0.054258426225602764,99.99380010561549,,,False,False,True,corpus
蛱,jiá,jia,J,see 蛺蝶|蛱蝶[jia2 die2],蛱蝶 (jiá dié),Actions,Top 3500+,Corpus/General Extension,7112.0,103.0,0.054258426225602764,99.99380553145811,,5213.0,False,True,True,"7000, corpus"
敫,jiǎo,jiao,J,surname Jiao,,General Reference,Top 3500+,Corpus/General Extension,7113.0,103.0,0.054258426225602764,99.99381095730072,,2303.0,False,True,True,"7000, corpus"
孒,jué,jue,J,,,General Reference,Top 3500+,Corpus/General Extension,7114.0,103.0,0.054258426225602764,99.99381638314334,,,False,False,True,corpus
爝,jué,jue,J,torch,,General Reference,Top 3500+,Corpus/General Extension,7115.0,103.0,0.054258426225602764,99.99382180898596,,3386.0,False,True,True,"7000, corpus"
猸,méi,mei,M,"used for ferret, badger or mongoose",猸子 (méi zi),Places & Movement,Top 3500+,Corpus/General Extension,7116.0,103.0,0.054258426225602764,99.99382723482857,,3498.0,False,True,True,"7000, corpus"
鬆,sōng,song,S,,,General Reference,Top 3500+,Corpus/General Extension,7117.0,103.0,0.054258426225602764,99.99383266067119,,,False,False,True,corpus
爺,yé,ye,Y,,,General Reference,Top 3500+,Corpus/General Extension,7118.0,103.0,0.054258426225602764,99.9938380865138,,,False,False,True,corpus
舯,zhōng,zhong,Z,,,General Reference,Top 3500+,Corpus/General Extension,7119.0,103.0,0.054258426225602764,99.99384351235642,,,False,False,True,corpus
笾,biān,bian,B,bamboo tazza used in ancient times to hold dry food for sacrifices or at banquets,,Time,Top 3500+,Corpus/General Extension,7120.0,102.0,0.053731645388460994,99.99384888552096,,4192.0,False,True,True,"7000, corpus"
廢,fèi,fei,F,,,General Reference,Top 3500+,Corpus/General Extension,7121.0,102.0,0.053731645388460994,99.9938542586855,,,False,False,True,corpus
罟,gǔ,gu,G,to implicate; net for birds or fish,网罟 (wǎng gǔ); 网罟座 (wǎng gǔ zuò),Actions,Top 3500+,Corpus/General Extension,7122.0,102.0,0.053731645388460994,99.99385963185004,,4489.0,False,True,True,"7000, corpus"
邽,guī,gui,G,surname Gui; ancient place name,,Places & Movement,Top 3500+,Corpus/General Extension,7123.0,102.0,0.053731645388460994,99.99386500501458,,5992.0,False,True,True,"7000, corpus"
铫,diào,diao,D,surname Yao,,General Reference,Top 3500+,Corpus/General Extension,7124.0,102.0,0.053731645388460994,99.99387037817912,,6204.0,False,True,True,"7000, corpus"
巖,yán,yan,Y,,,General Reference,Top 3500+,Corpus/General Extension,7125.0,102.0,0.053731645388460994,99.99387575134367,,,False,False,True,corpus
踬,zhì,zhi,Z,to stumble,,Actions,Top 3500+,Corpus/General Extension,7126.0,102.0,0.053731645388460994,99.9938811245082,,5751.0,False,True,True,"7000, corpus"
箅,bì,bi,B,(bound form) bamboo grid for steaming food,箅子 (bì zi),General Reference,Top 3500+,Corpus/General Extension,7127.0,101.0,0.05320486455131922,99.99388644499466,,4221.0,False,True,True,"7000, corpus"
岀,chū,chu,C,,,General Reference,Top 3500+,Corpus/General Extension,7128.0,101.0,0.05320486455131922,99.99389176548111,,,False,False,True,corpus
鬥,dòu,dou,D,,,General Reference,Top 3500+,Corpus/General Extension,7129.0,101.0,0.05320486455131922,99.99389708596756,,,False,False,True,corpus
绋,fú,fu,F,heavy rope; rope of a bier,执绋 (zhí fú),General Reference,Top 3500+,Corpus/General Extension,7130.0,101.0,0.05320486455131922,99.99390240645401,,4378.0,False,True,True,"7000, corpus"
埝,niàn,nian,N,earth embankment used to hold back or retain water; dike around a paddy field,,Actions,Top 3500+,Corpus/General Extension,7131.0,101.0,0.05320486455131922,99.99390772694046,,1079.0,False,True,True,"7000, corpus"
芘,pí,pi,P,Malva sylvestris,,General Reference,Top 3500+,Corpus/General Extension,7132.0,101.0,0.05320486455131922,99.99391304742691,,,False,False,True,corpus
濉,suī,sui,S,name of a river,,General Reference,Top 3500+,Corpus/General Extension,7133.0,101.0,0.05320486455131922,99.99391836791337,,3248.0,False,True,True,"7000, corpus"
貼,tiē,tie,T,,,General Reference,Top 3500+,Corpus/General Extension,7134.0,101.0,0.05320486455131922,99.99392368839982,,,False,False,True,corpus
籼,xiān,xian,X,long-grained rice; same as 秈,籼稻 (xiān dào); 籼米 (xiān mǐ); 长籼 (zhǎng xiān),General Reference,Top 3500+,Corpus/General Extension,7135.0,101.0,0.05320486455131922,99.99392900888627,,4280.0,False,True,True,"7000, corpus"
絜,jié,jie,J,clean,较短絜长 (jiào duǎn xié cháng); 较长絜短 (jiào cháng xié duǎn),General Reference,Top 3500+,Corpus/General Extension,7136.0,101.0,0.05320486455131922,99.99393432937272,,,False,False,True,corpus
楦,xuàn,xuan,X,(wooden) shoe last,楦头 (xuàn tóu); 楦子 (xuàn zi); 鞋楦 (xié xuàn),General Reference,Top 3500+,Corpus/General Extension,7137.0,101.0,0.05320486455131922,99.99393964985917,,2686.0,False,True,True,"7000, corpus"
曛,xūn,xun,X,twilight; sunset,,General Reference,Top 3500+,Corpus/General Extension,7138.0,101.0,0.05320486455131922,99.99394497034562,,2435.0,False,True,True,"7000, corpus"
锳,yīng,ying,Y,(onom.) ring; tinkle,,General Reference,Top 3500+,Corpus/General Extension,7139.0,101.0,0.05320486455131922,99.99395029083207,,,False,False,True,corpus
聱,áo,ao,A,difficult to pronounce,,Actions,Top 3500+,Corpus/General Extension,7140.0,100.0,0.05267808371417745,99.99395555864045,,4596.0,False,True,True,"7000, corpus"
鹁,bó,bo,B,woodpidgeon,鹁鸠 (bó jiū); 鹁鸪 (bó gū); 鹁鸽 (bó gē),General Reference,Top 3500+,Corpus/General Extension,7141.0,100.0,0.05267808371417745,99.99396082644883,,6881.0,False,True,True,"7000, corpus"
舡,chuán,chuan,C,boat; ship,,General Reference,Top 3500+,Corpus/General Extension,7142.0,100.0,0.05267808371417745,99.9939660942572,,,False,False,True,corpus
際,jì,ji,J,,,General Reference,Top 3500+,Corpus/General Extension,7143.0,100.0,0.05267808371417745,99.99397136206558,,,False,False,True,corpus
檞,jiě,jie,J,,,General Reference,Top 3500+,Corpus/General Extension,7144.0,100.0,0.05267808371417745,99.99397662987396,,,False,False,True,corpus
顆,kē,ke,K,,,General Reference,Top 3500+,Corpus/General Extension,7145.0,100.0,0.05267808371417745,99.99398189768233,,,False,False,True,corpus
硭,máng,mang,M,crude saltpeter,,General Reference,Top 3500+,Corpus/General Extension,7146.0,100.0,0.05267808371417745,99.99398716549071,,3968.0,False,True,True,"7000, corpus"
茆,máo,mao,M,thatch,,General Reference,Top 3500+,Corpus/General Extension,7147.0,100.0,0.05267808371417745,99.99399243329908,,4882.0,False,True,True,"7000, corpus"
鬧,nào,nao,N,,,General Reference,Top 3500+,Corpus/General Extension,7148.0,100.0,0.05267808371417745,99.99399770110746,,,False,False,True,corpus
谂,shěn,shen,S,to know; to reprimand; to urge; to long for; to tell; to inform,,Time,Top 3500+,Corpus/General Extension,7149.0,100.0,0.05267808371417745,99.99400296891584,,5537.0,False,True,True,"7000, corpus"
炱,tái,tai,T,soot,,General Reference,Top 3500+,Corpus/General Extension,7150.0,100.0,0.05267808371417745,99.99400823672421,,3295.0,False,True,True,"7000, corpus"
钍,tǔ,tu,T,thorium (chemistry),,General Reference,Top 3500+,Corpus/General Extension,7151.0,100.0,0.05267808371417745,99.99401350453259,,6121.0,False,True,True,"7000, corpus"
俠,xiá,xia,X,,,General Reference,Top 3500+,Corpus/General Extension,7152.0,100.0,0.05267808371417745,99.99401877234097,,,False,False,True,corpus
厭,yàn,yan,Y,,,General Reference,Top 3500+,Corpus/General Extension,7153.0,100.0,0.05267808371417745,99.99402404014934,,,False,False,True,corpus
沄,yún,yun,Y,rushing of a torrent,,General Reference,Top 3500+,Corpus/General Extension,7154.0,100.0,0.05267808371417745,99.99402930795772,,2901.0,False,True,True,"7000, corpus"
馇,chā,cha,C,to cook and stir (animal feed); (coll.) to simmer (porridge etc),饹馇 (le chā),Actions,Top 3500+,Corpus/General Extension,7155.0,99.0,0.05215130287703567,99.994034523088,,6638.0,False,True,True,"7000, corpus"
唪,fěng,feng,F,recite; chant,,General Reference,Top 3500+,Corpus/General Extension,7156.0,99.0,0.05215130287703567,99.99403973821829,,814.0,False,True,True,"7000, corpus"
烆,héng,heng,H,,,General Reference,Top 3500+,Corpus/General Extension,7157.0,99.0,0.05215130287703567,99.99404495334858,,,False,False,True,corpus
轟,hōng,hong,H,,,General Reference,Top 3500+,Corpus/General Extension,7158.0,99.0,0.05215130287703567,99.99405016847886,,,False,False,True,corpus
纩,kuàng,kuang,K,fine floss-silk or cotton,,General Reference,Top 3500+,Corpus/General Extension,7159.0,99.0,0.05215130287703567,99.99405538360915,,4346.0,False,True,True,"7000, corpus"
栝,guā,gua,G,Juniperus chinensis; measuring-frame,檃栝 (yǐn guā),General Reference,Top 3500+,Corpus/General Extension,7160.0,99.0,0.05215130287703567,99.99406059873944,,2579.0,False,True,True,"7000, corpus"
蘭,lán,lan,L,,,General Reference,Top 3500+,Corpus/General Extension,7161.0,99.0,0.05215130287703567,99.99406581386972,,,False,False,True,corpus
鎌,lián,lian,L,,,General Reference,Top 3500+,Corpus/General Extension,7162.0,99.0,0.05215130287703567,99.99407102900001,,,False,False,True,corpus
褰,qiān,qian,Q,"to lift (clothes, sheets); lower garments",,Actions,Top 3500+,Corpus/General Extension,7163.0,99.0,0.05215130287703567,99.9940762441303,,5393.0,False,True,True,"7000, corpus"
搶,qiǎng,qiang,Q,,,General Reference,Top 3500+,Corpus/General Extension,7164.0,99.0,0.05215130287703567,99.99408145926058,,,False,False,True,corpus
霧,wù,wu,W,,,General Reference,Top 3500+,Corpus/General Extension,7165.0,99.0,0.05215130287703567,99.99408667439087,,,False,False,True,corpus
饩,xì,xi,X,grain ration; sacrificial victim,饔饩 (yōng xì),General Reference,Top 3500+,Corpus/General Extension,7166.0,99.0,0.05215130287703567,99.99409188952116,,6610.0,False,True,True,"7000, corpus"
楊,yáng,yang,Y,,,General Reference,Top 3500+,Corpus/General Extension,7167.0,99.0,0.05215130287703567,99.99409710465144,,,False,False,True,corpus
矅,yào,yao,Y,,,General Reference,Top 3500+,Corpus/General Extension,7168.0,99.0,0.05215130287703567,99.99410231978173,,,False,False,True,corpus
駐,zhù,zhu,Z,,,General Reference,Top 3500+,Corpus/General Extension,7169.0,99.0,0.05215130287703567,99.99410753491202,,,False,False,True,corpus
趑,zī,zi,Z,to falter; unable to move,趑趄 (zī jū); 趑趄不前 (zī jū bù qián); 趑趄嗫嚅 (zī jū niè rú),Actions,Top 3500+,Corpus/General Extension,7170.0,99.0,0.05215130287703567,99.9941127500423,,5694.0,False,True,True,"7000, corpus"
菹,jū,ju,J,marshland; swamp; salted or pickled vegetables; to mince; to shred; to mince human flesh and bones; Taiwan pr. [ju1],菹醢 (jū hǎi),Actions,Top 3500+,Corpus/General Extension,7171.0,99.0,0.05215130287703567,99.99411796517259,,4996.0,False,True,True,"7000, corpus"
鳊,biān,bian,B,bream,鳊鱼 (biān yú),General Reference,Top 3500+,Corpus/General Extension,7172.0,98.0,0.051624522039893886,99.99412312762479,,6827.0,False,True,True,"7000, corpus"
鲳,chāng,chang,C,see 鯧魚|鲳鱼[chang1 yu2],乌鲳 (wū chāng); 银鲳 (yín chāng); 鲳鱼 (chāng yú),Actions,Top 3500+,Corpus/General Extension,7173.0,98.0,0.051624522039893886,99.99412829007699,,6806.0,False,True,True,"7000, corpus"
詭,guǐ,gui,G,,,General Reference,Top 3500+,Corpus/General Extension,7174.0,98.0,0.051624522039893886,99.99413345252918,,,False,False,True,corpus
滾,gǔn,gun,G,,,General Reference,Top 3500+,Corpus/General Extension,7175.0,98.0,0.051624522039893886,99.99413861498138,,,False,False,True,corpus
掎,jǐ,ji,J,drag,,General Reference,Top 3500+,Corpus/General Extension,7176.0,98.0,0.051624522039893886,99.99414377743358,,2152.0,False,True,True,"7000, corpus"
屦,jù,ju,J,sandals,,General Reference,Top 3500+,Corpus/General Extension,7177.0,98.0,0.051624522039893886,99.99414893988578,,1465.0,False,True,True,"7000, corpus"
莨,làng,lang,L,Scopalia japonica maxin,莨菪 (làng dàng),General Reference,Top 3500+,Corpus/General Extension,7178.0,98.0,0.051624522039893886,99.99415410233797,,4958.0,False,True,True,"7000, corpus"
撲,pū,pu,P,,,General Reference,Top 3500+,Corpus/General Extension,7179.0,98.0,0.051624522039893886,99.99415926479017,,,False,False,True,corpus
軟,ruǎn,ruan,R,,,General Reference,Top 3500+,Corpus/General Extension,7180.0,98.0,0.051624522039893886,99.99416442724237,,,False,False,True,corpus
昰,shì,shi,S,,,General Reference,Top 3500+,Corpus/General Extension,7181.0,98.0,0.051624522039893886,99.99416958969456,,,False,False,True,corpus
謂,wèi,wei,W,,,General Reference,Top 3500+,Corpus/General Extension,7182.0,98.0,0.051624522039893886,99.99417475214676,,,False,False,True,corpus
緒,xù,xu,X,,,General Reference,Top 3500+,Corpus/General Extension,7183.0,98.0,0.051624522039893886,99.99417991459896,,,False,False,True,corpus
円,yuán,yuan,Y,yen (Japanese currency),,General Reference,Top 3500+,Corpus/General Extension,7184.0,98.0,0.051624522039893886,99.99418507705116,,,False,False,True,corpus
玙,yú,yu,Y,ornamental jade,,General Reference,Top 3500+,Corpus/General Extension,7185.0,98.0,0.051624522039893886,99.99419023950335,,3520.0,False,True,True,"7000, corpus"
棻,fēn,fen,F,aromatic wood; perfume; fragrance,令狐德棻 (líng hú dé fēn),General Reference,Top 3500+,Corpus/General Extension,7186.0,97.0,0.051097741202752116,99.99419534927748,,2660.0,False,True,True,"7000, corpus"
膚,fū,fu,F,,,General Reference,Top 3500+,Corpus/General Extension,7187.0,97.0,0.051097741202752116,99.9942004590516,,,False,False,True,corpus
莩,fú,fu,F,membrane lining inside a cylindrical stem; culm,饿莩载道 (è piǎo zǎi dào); 饿莩遍野 (è piǎo biàn yě),Places & Movement,Top 3500+,Corpus/General Extension,7188.0,97.0,0.051097741202752116,99.99420556882572,,4959.0,False,True,True,"7000, corpus"
規,guī,gui,G,,,General Reference,Top 3500+,Corpus/General Extension,7189.0,97.0,0.051097741202752116,99.99421067859984,,,False,False,True,corpus
丨,gǔn,gun,G,radical in Chinese characters (Kangxi radical 2),,General Reference,Top 3500+,Corpus/General Extension,7190.0,97.0,0.051097741202752116,99.99421578837396,,,False,False,True,corpus
喚,huàn,huan,H,,,General Reference,Top 3500+,Corpus/General Extension,7191.0,97.0,0.051097741202752116,99.99422089814809,,,False,False,True,corpus
尨,máng,mang,M,surname Pang,,General Reference,Top 3500+,Corpus/General Extension,7192.0,97.0,0.051097741202752116,99.99422600792221,,,False,False,True,corpus
埤,pí,pi,P,low wall,,General Reference,Top 3500+,Corpus/General Extension,7193.0,97.0,0.051097741202752116,99.99423111769633,,,False,False,True,corpus
濕,shī,shi,S,,,General Reference,Top 3500+,Corpus/General Extension,7194.0,97.0,0.051097741202752116,99.99423622747045,,,False,False,True,corpus
羨,xiàn,xian,X,,,General Reference,Top 3500+,Corpus/General Extension,7195.0,97.0,0.051097741202752116,99.99424133724457,,,False,False,True,corpus
揺,yáo,yao,Y,,,General Reference,Top 3500+,Corpus/General Extension,7196.0,97.0,0.051097741202752116,99.9942464470187,,,False,False,True,corpus
螽,zhōng,zhong,Z,(grasshopper); Gompsocleis mikado,寰螽 (huán zhōng); 蝈螽 (guō zhōng); 螽斯 (zhōng sī),Places & Movement,Top 3500+,Corpus/General Extension,7197.0,97.0,0.051097741202752116,99.99425155679282,,5287.0,False,True,True,"7000, corpus"
昪,biàn,bian,B,(literary) (of sunlight) bright,,General Reference,Top 3500+,Corpus/General Extension,7198.0,96.0,0.05057096036561034,99.99425661388885,,,False,False,True,corpus
偑,fēng,feng,F,,,General Reference,Top 3500+,Corpus/General Extension,7199.0,96.0,0.05057096036561034,99.99426167098488,,,False,False,True,corpus
齁,hōu,hou,H,to snore; thirsty from excessively salty or sweet food; (dialect) very; extremely,齁咸 (hōu xián); 齁甜 (hōu tián),Actions,Top 3500+,Corpus/General Extension,7200.0,96.0,0.05057096036561034,99.99426672808092,,6979.0,False,True,True,"7000, corpus"
钅,jīn,jin,J,,,General Reference,Top 3500+,Corpus/General Extension,7201.0,96.0,0.05057096036561034,99.99427178517695,,,False,False,True,corpus
醅,pēi,pei,P,unstrained spirits,,General Reference,Top 3500+,Corpus/General Extension,7202.0,96.0,0.05057096036561034,99.99427684227298,,6073.0,False,True,True,"7000, corpus"
潽,pū,pu,P,to boil over,尹潽善 (yǐn pū shàn),Actions,Top 3500+,Corpus/General Extension,7203.0,96.0,0.05057096036561034,99.99428189936901,,3230.0,False,True,True,"7000, corpus"
畑,tián,tian,T,"used in Japanese names with phonetic value hatake, bata etc; dry field (i.e. not paddy field)",小畑健 (xiǎo tián jiàn); 高畑勋 (gāo tián xūn),Question & Function,Top 3500+,Corpus/General Extension,7204.0,96.0,0.05057096036561034,99.99428695646505,,,False,False,True,corpus
靦,tiǎn,tian,T,,,General Reference,Top 3500+,Corpus/General Extension,7205.0,96.0,0.05057096036561034,99.99429201356108,,,False,False,True,corpus
蜩,tiáo,tiao,T,cicada,,General Reference,Top 3500+,Corpus/General Extension,7206.0,96.0,0.05057096036561034,99.99429707065711,,5241.0,False,True,True,"7000, corpus"
瘗,yì,yi,Y,bury; sacrifice,,General Reference,Top 3500+,Corpus/General Extension,7207.0,96.0,0.05057096036561034,99.99430212775314,,3752.0,False,True,True,"7000, corpus"
莸,yóu,you,Y,Caryopteris divaricata,,General Reference,Top 3500+,Corpus/General Extension,7208.0,96.0,0.05057096036561034,99.99430718484918,,4969.0,False,True,True,"7000, corpus"
癍,bān,ban,B,abnormal pigment deposit on the skin,,General Reference,Top 3500+,Corpus/General Extension,7209.0,95.0,0.05004417952846857,99.99431218926713,,3777.0,False,True,True,"7000, corpus"
埭,dài,dai,D,dam,,General Reference,Top 3500+,Corpus/General Extension,7210.0,95.0,0.05004417952846857,99.99431719368509,,1082.0,False,True,True,"7000, corpus"
導,dǎo,dao,D,,,General Reference,Top 3500+,Corpus/General Extension,7211.0,95.0,0.05004417952846857,99.99432219810305,,,False,False,True,corpus
